0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0239	0.0000
0.0000	0.0002	0.0000
0.0000	0.0157	-0.0000
0.0000	0.0207	0.0000
0.0000	0.0112	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0039	0.0000
0.0000	0.0163	0.0000
0.0000	0.0278	0.0000
0.0000	0.0292	0.0000
0.0000	0.0294	0.0000
0.0000	0.0302	0.0000
0.0000	0.0387	0.0002
0.0000	0.0549	-0.0009
0.0000	0.0742	0.0020
0.0021	0.0524	-0.0004
0.0110	0.0262	0.0002
0.0169	0.0247	0.0005
0.0218	0.0334	0.0005
0.0268	0.0428	-0.0005
0.0342	0.0571	0.0051
0.0447	0.0515	0.0105
0.0558	0.0348	0.0147
0.0667	0.0181	0.0184
0.0744	0.0035	0.0214
0.0824	0.0000	0.0186
0.0903	0.0000	0.0136
0.0920	0.0000	0.0092
0.0910	0.0000	0.0070
0.0918	0.0000	0.0052
0.0924	0.0039	0.0025
0.0801	0.0420	0.0002
0.0730	0.0491	0.0220
0.0663	0.0542	0.0689
0.0670	0.0622	0.1038
0.0745	0.0640	0.0810
0.0794	0.0647	0.0393
0.0687	0.0626	0.0005
0.0375	0.0587	0.0018
0.0155	0.0599	0.0006
0.0004	0.0673	0.0145
0.0000	0.0725	0.0247
0.0000	0.0727	0.0305
0.0046	0.0710	0.0356
0.0268	0.0572	0.0398
0.0094	0.0559	0.0454
0.0035	0.0597	0.0500
0.0000	0.0628	0.0539
0.0000	0.0607	0.0421
0.0000	0.0565	0.0260
0.0022	0.0522	0.0117
0.0106	0.0479	0.0197
0.0164	0.0520	0.0428
0.0223	0.0647	0.0520
0.0291	0.0696	0.0603
0.0362	0.0466	0.0900
0.0363	0.1425	0.0050
0.0431	0.1289	0.0000
0.0502	0.1135	0.0000
0.0570	0.0964	0.0000
0.0609	0.0786	0.0000
0.0653	0.0653	0.0000
0.0655	0.0551	0.0000
0.0409	0.0563	0.0000
0.0254	0.0648	0.0000
0.0109	0.0724	0.0000
0.0006	0.0790	0.0000
0.0000	0.0805	0.0000
0.0000	0.0788	0.0000
0.0000	0.0758	0.0000
0.0000	0.0719	0.0000
0.0000	0.0672	0.0000
0.0000	0.0628	0.0000
0.0000	0.0581	0.0000
0.0000	0.0541	0.0000
0.0000	0.0499	0.0000
0.0000	0.0458	0.0000
0.0000	0.0423	0.0000
0.0000	0.0385	0.0000
0.0000	0.0352	0.0000
0.0000	0.0317	0.0000
0.0000	0.0282	0.0000
0.0000	0.0253	0.0000
0.0000	0.0221	0.0000
0.0000	0.0189	0.0000
0.0000	0.0161	0.0000
0.0000	0.0129	0.0000
0.0000	0.0101	0.0000
0.0000	0.0071	0.0000
0.0000	0.0042	0.0000
0.0000	0.0011	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0023	0.0000
0.0000	0.0093	0.0000
0.0000	0.0003	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
0.0000	0.0000	0.0000
