 ,degrees East,,,,,,,,,,,,,,,chro.meth [1=U-Th; 2=Wood/Tephra; 3=Plk 14C; 3.1=Plk+R 4=Match; 5=Plateau; 6=other],,,,,,,,,,,per mil,per mil,yr BP,yr BP,,,1=Atlantic; 2=Pacific; 3=Indian; 4=Southern,,,1= value is >3 sigma the binned mean value and not used in estimating basin average.,sorting (0=using for Rafter et al. 2022; 1=Not using for Holocene comparison (see note); 1.1=Not using for global dataset (not representative of basin average; see note); 1.2=Not using for global dataset (fails first dataset pre-treatment),sedimentation rate for deepest depth is assumed to be same as next shallower,chosen from closest GLODAP measurement and/or OCIM estimated value,"error is as reported from closest GLODAP measurement and/or OCIM or (if not) is ""5""", calculated from D14C, calculated from D14C.err,1=Zhao et al. 2018; 2=Skinner et al. 2017; 3=Rafter et al. 2022,,,,bias corrected 14C ventilation age,bias corrected 14C ventilation age error
latitude,longitude,water.depth,cal.age,cal.age.err,depth.dated.top,depth.date.bottom,depth.dated.mid,station,proxy.14C.age,proxy.14c.age.err,ams.ID.benthic,proxy.D14C,proxy.D14C.err,site.name,ref.,chro.meth,chro.meth.details,planktic.species,planktic.14C.age,planktic.14C.age.err,ams.ID.planktic,planktic.D14C,planktic.D14C.err,Delta.R,Delta.R.err,calib.method ,atmos.D14C,atmos.D14C.err,atmos.14C.age,atmos.14C.age.err,D14C.bias.correct,D14C.bias.correct.err,separate.the.basins,neutral.density,simple count,threesigma1,sort,sed.rate,DIC.D14C,DIC.D14C.err,DIC.D14C.age,DIC.D14C.age.err,comp.sort,unique sites,DELTA14Cage.atmos.RAW,DELTA14Cage.atmos.RAW.err,DELTA14Cage.atmos,DELTA14Cage.atmoserr
-59.8,-68.96666667,981,15161,343,-999,-999,-999,28,13433,76,-999,175.4968671,59.91893562,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,285.5,5.7,12723,36,151,66,4,27.9,340,0,0,-999,-126,5,1082,40,1,28,710,84,943,84
-59.8,-68.96666667,843,15200,123,-999,-999,-999,28,13867,75,-999,118.9394728,27.09767705,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,286.9,5.6,12744,35,94,38,4,27.9,341,0,0,-999,-126,5,1082,40,1,28,1123,83,1356,83
-59.8,-68.96666667,981,15238,159,-999,-999,-999,28,13958,74,-999,111.432424,31.61906548,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,288.2,6.1,12775,38,86,42,4,27.9,342,0,0,-999,-126,5,1082,40,1,28,1183,83,1416,83
-59.8,-68.96666667,981,15311,122,-999,-999,-999,28,13915,76,-999,127.3084217,27.30432365,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,287.5,6.9,12856,43,102,38,4,27.9,343,0,0,-999,-126,5,1082,40,1,28,1059,87,1292,87
-59.8,-68.96666667,843,15407,184,-999,-999,-999,28,13767,76,-999,161.6824006,36.85258411,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,293.8,6.5,12905,40,137,46,4,27.9,344,0,0,-999,-126,5,1082,40,1,28,862,86,1095,86
-59.8,-68.96666667,981,15579,163,-999,-999,-999,28,14203,76,-999,123.4438137,32.78440553,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,306.1,6.9,12994,43,98,43,4,27.9,345,0,0,-999,-126,5,1082,40,1,28,1209,87,1442,87
-59.8,-68.96666667,981,15863,142,-999,-999,-999,28,14398,73,-999,134.823791,29.80871204,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,313.9,6.5,13228,39,110,40,4,27.9,346,0,0,-999,-126,5,1082,40,1,28,1170,83,1403,83
-59.8,-68.96666667,981,15940,240,-999,-999,-999,28,14436,76,-999,140.0373699,43.89322503,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,319.5,6.2,13262,38,115,52,4,27.9,347,0,0,-999,-126,5,1082,40,1,28,1174,85,1407,85
-59.8,-68.96666667,981,16142,381,-999,-999,-999,28,14605,80,-999,143.9158399,64.14521406,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,329.6,5.5,13404,33,119,70,4,27.9,348,0,0,-999,-126,5,1082,40,1,28,1201,87,1434,87
-59.8,-68.9,981,16851,168,-999,-999,-999,28,15457,80,-999,120.9286599,33.94767014,Sars Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,371,6,13848,35,96,43,4,27.9,349,0,0,-999,-126,5,1082,40,1,28,1609,87,1842,87
-59.8,-68.96666667,981,19400,675,-999,-999,-999,28,17499,96,-999,183.2802144,110.9175758,Sars Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,420.4,6.4,16032,36,158,114,4,27.9,350,0,0,-999,-126,5,1082,40,1,28,1467,103,1700,103
-60.6,-66,1064,13636,238,-999,-999,-999,29,12424,69,-999,108.3023468,41.43658133,Interim Seamount-Intermediate,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,197.4,3.9,11807,26,113,49,4,27.9,351,0,0,-999,-156,5,1362,40,1,29,617,74,569,74
-60.6,-66,1064,14714,122,-999,-999,-999,29,13546,67,-999,98.06940305,25.36553326,Interim Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,266.2,8,12408,51,103,37,4,27.9,352,0,0,-999,-156,5,1362,40,1,29,1138,84,1090,84
-60.6,-66,983,15170,88,-999,-999,-999,29,14061,55,-999,88.28392172,19.03667714,Interim Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,285.5,5.7,12723,36,93,33,4,27.9,353,0,0,-999,-156,5,1362,40,1,29,1338,66,1290,66
-60.6,-66,1196,15221,73,-999,-999,-999,29,13942,57,-999,111.3606447,17.7002992,Interim Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,288,5.8,12766,36,116,32,4,27.9,354,0,0,-999,-156,5,1362,40,1,29,1176,67,1128,67
-60.6,-66,1196,16176,58,-999,-999,-999,29,15013,68,-999,91.74744369,16.90193831,Interim Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,331.3,5.6,13423,34,97,32,4,27.9,355,0,0,-999,-156,5,1362,40,1,29,1590,76,1542,76
-60.5,-65.9,1134,21524,110,-999,-999,-999,29,19450,330,-999,200.0250125,65.29728898,Interim Seamount-Intermediate,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,472.3,8.3,17813,45,205,71,4,27.9,356,0,0,-999,-156,5,1362,40,2,29,1637,333,1589,333
-60.6,-66,1196,25896,109,-999,-999,-999,29,23506,165,-999,229.090945,41.45922512,Interim Seamount-Intermediate,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,557.5,17.9,21608,92,234,50,4,27.9,357,0,0,-999,-156,5,1362,40,1,29,1898,189,1850,189
-60.2,-57.8,819,11911,63,-999,-999,-999,30,11250,130,-999,41.13933632,24.78552194,Shackleton Fracture Zone-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,186.9,3,10206,20,14,37,4,28.2,358,0,0,-999,-126,5,1082,40,1,30,1044,132,1299,132
-60.2,-57.8,819,13187,77,-999,-999,-999,30,12400,160,-999,52.85421574,30.78139621,Shackleton Fracture Zone-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,199.5,3.5,11355,23,26,41,4,28.2,359,0,0,-999,-126,5,1082,40,1,30,1045,162,1300,162
-60.18333333,-57.83333333,823,13324,83,-999,-999,-999,30,12329,69,-999,79.95052556,20.12008671,Shackleton Fracture Zone-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,201.6,3.9,11477,26,53,34,4,28.2,360,0,0,-999,-126,5,1082,40,1,30,852,74,1107,74
-60.2,-57.8,819,15688,50,-999,-999,-999,30,14900,200,-999,43.74652497,32.30435272,Shackleton Fracture Zone-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,308,6,13089,37,16,42,4,28.2,361,0,0,-999,-126,5,1082,40,1,30,1811,203,2066,203
-60.2,-57.8,806,18047,169,-999,-999,-999,30,16564,104,-999,128.6503521,37.6918696,Shackleton Fracture Zone-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,423.3,6.8,14704,38,101,46,4,28.2,362,0,0,-999,-126,5,1082,40,2,30,1860,111,2115,111
-60.2,-57.8,823,19631,189,-999,-999,-999,30,18120,111,-999,126.2873967,41.32146591,Shackleton Fracture Zone-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,402,8.5,16370,49,99,49,4,28.2,363,0,0,-999,-126,5,1082,40,2,30,1750,121,2005,121
-60.2,-57.8,819,20330,173,-999,-999,-999,30,18550,280,-999,161.7768311,64.84077274,Shackleton Fracture Zone-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,444.1,7.4,16803,41,134,70,4,28.2,364,0,0,-999,-126,5,1082,40,2,30,1747,283,2002,283
-60.2,-57.8,823,20367,58,-999,-999,-999,30,18960,89,-999,108.9201987,20.06716579,Shackleton Fracture Zone-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,445.8,7.2,16832,40,82,34,4,28.2,365,0,0,-999,-126,5,1082,40,2,30,2128,98,2383,98
-60.2,-57.8,806,22578,81,-999,-999,-999,30,20754,106,-999,158.9412493,26.65053373,Shackleton Fracture Zone-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,489.4,10.6,18741,57,132,38,4,28.2,366,0,0,-999,-126,5,1082,40,2,30,2013,120,2268,120
-60.2,-57.8,819,25647,161,-999,-999,-999,30,23600,520,-999,178.7485719,99.37740718,Shackleton Fracture Zone-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,587,10.8,21204,54,151,103,4,28.2,367,0,0,-999,-126,5,1082,40,1,30,2396,523,2651,523
-60.2,-57.8,823,27159,122,-999,-999,-999,30,24947,170,-999,196.8174253,42.99913461,Shackleton Fracture Zone-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,576.2,12.2,22736,62,170,51,4,28.2,368,0,0,-999,-126,5,1082,40,1,30,2211,181,2466,181
-60.2,-57.8,819,35466,153,-999,-999,-999,30,32700,1600,-999,245.2802696,273.2257402,Shackleton Fracture Zone-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,508.3,25.1,31156,134,218,275,4,28.2,369,0,0,-999,-126,5,1082,40,1,30,1544,1606,1799,1606
-60.2,-57.8,819,39253,151,-999,-999,-999,30,35900,2300,-999,321.9265893,408.8926267,Shackleton Fracture Zone-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,667.4,27.1,34043,131,295,410,4,28.2,370,0,0,-999,-126,5,1082,40,1,30,1857,2304,2112,2304
-59.7,-68.9,1323,1144,27,-999,-999,-999,31,2120,70,-999,-117.9705634,10.56701116,Sars Seamount-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,-12.7,1.3,1220,11,-121,29,4,28.2,371,0,0,-999,-149.8,2.2,1304,18,1,31,900,71,933,71
-59.8,-68.96666667,1662,10227,154,-999,-999,-999,31,9864,60,-999,9.194456846,26.34041252,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,116.1,3,9058,21,6,38,4,28.2,372,0,0,-999,-149.8,2.2,1304,18,1,31,806,64,839,64
-59.7,-69,1750,10304,40,-999,-999,-999,31,10050,110,-999,-4.676930969,18.44641163,Sars Seamount-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,105.1,3.3,9215,24,-8,33,4,28.2,373,0,0,-999,-149.8,2.2,1304,18,1,31,835,113,868,113
-59.8,-68.96666667,1701,10375,136,-999,-999,-999,31,9984,64,-999,12.1902729,24.71820442,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,114.1,3,9218,22,9,37,4,28.2,374,0,0,-999,-149.8,2.2,1304,18,1,31,766,68,799,68
-59.8,-68.96666667,1701,11152,240,-999,-999,-999,31,10181,69,-999,85.00096497,40.82807667,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,157.8,3.5,9667,24,81,49,4,28.2,375,0,0,-999,-149.8,2.2,1304,18,1,31,514,73,547,73
-59.8,-68.96666667,1701,12001,167,-999,-999,-999,31,11297,68,-999,46.39552152,29.9999566,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,182.7,2.6,10322,18,43,40,4,28.2,376,0,0,-999,-149.8,2.2,1304,18,1,31,975,70,1008,70
-59.8,-68.96666667,1701,12064,158,-999,-999,-999,31,11127,63,-999,76.95195389,29.03252011,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,189,2.7,10338,18,73,40,4,28.2,377,0,0,-999,-149.8,2.2,1304,18,1,31,789,66,822,66
-59.8,-68.96666667,1701,12099,164,-999,-999,-999,31,11251,64,-999,64.95459156,29.61492633,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,191.8,2.6,10348,18,61,40,4,28.2,378,0,0,-999,-149.8,2.2,1304,18,1,31,903,66,936,66
-59.7,-69,1750,12287,54,-999,-999,-999,31,11550,140,-999,49.64469192,25.15200211,Sars Seamount-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,209.1,2.7,10417,18,46,37,4,28.2,379,0,0,-999,-149.8,2.2,1304,18,1,31,1133,141,1166,141
-59.8,-68.96666667,1701,12302,97,-999,-999,-999,31,11516,68,-999,56.0111057,21.33126893,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,219.9,3.1,10365,21,53,34,4,28.2,380,0,0,-999,-149.8,2.2,1304,18,1,31,1151,71,1184,71
-59.8,-69,1701,12564,62,-999,-999,-999,31,11709,59,-999,64.13799735,15.79707097,Sars Seamount-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,242.2,2.7,10472,17,61,31,4,28.2,381,0,0,-999,-149.8,2.2,1304,18,1,31,1237,61,1270,61
-59.8,-68.96666667,1701,12648,80,-999,-999,-999,31,11797,69,-999,63.29348072,19.42383385,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,236.7,2.7,10585,17,60,33,4,28.2,382,0,0,-999,-149.8,2.2,1304,18,1,31,1212,71,1245,71
-59.8,-68.96666667,1701,12798,249,-999,-999,-999,31,11452,67,-999,130.2777718,43.48159456,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,209.7,2.8,10908,19,127,51,4,28.2,383,0,0,-999,-149.8,2.2,1304,18,1,31,544,70,577,70
-59.7,-69,1750,12798,61,-999,-999,-999,31,11900,150,-999,68.96775655,27.8515868,Sars Seamount-Deep,Burke and Robinson (2012),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,209.7,2.8,10908,19,65,39,4,28.2,384,0,0,-999,-149.8,2.2,1304,18,1,31,992,151,1025,151
-59.8,-68.96666667,1701,12805,191,-999,-999,-999,31,11670,74,-999,100.948524,35.58434358,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,211.7,2.8,10905,19,97,45,4,28.2,385,0,0,-999,-149.8,2.2,1304,18,1,31,765,76,798,76
-59.8,-68.96666667,1701,12831,133,-999,-999,-999,31,11384,67,-999,144.4455391,27.96004711,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,207.2,3.4,10964,23,141,39,4,28.2,386,0,0,-999,-149.8,2.2,1304,18,1,31,420,71,453,71
-59.8,-68.96666667,1701,12831,133,-999,-999,-999,31,11647,68,-999,107.5831805,27.19738016,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,207.2,3.4,10964,23,104,38,4,28.2,387,0,0,-999,-149.8,2.2,1304,18,1,31,683,72,716,72
-59.8,-69,1701,13113,66,-999,-999,-999,31,12359,47,-999,48.81134574,14.51015345,Sars Seamount-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,206.6,3.6,11240,24,45,31,4,28.2,388,0,0,-999,-149.8,2.2,1304,18,1,31,1119,53,1152,53
-59.8,-69,1701,13158,67,-999,-999,-999,31,12359,24,-999,54.53593713,11.69735047,Sars Seamount-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,210.8,3.6,11251,24,51,29,4,28.2,389,0,0,-999,-149.8,2.2,1304,18,1,31,1108,34,1141,34
-59.8,-69,1701,14051,81,-999,-999,-999,31,13345,72,-999,39.12286238,19.49614796,Sars Seamount-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,206.7,3.9,12152,26,36,33,4,28.2,390,0,0,-999,-149.8,2.2,1304,18,1,31,1193,77,1226,77
-59.8,-69,1701,14063,61,-999,-999,-999,31,13421,58,-999,30.83333334,15.04962024,Sars Seamount-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,204.9,3.8,12174,25,27,31,4,28.2,391,0,0,-999,-149.8,2.2,1304,18,1,31,1247,63,1280,63
-59.8,-69,1701,14103,58,-999,-999,-999,31,13421,58,-999,35.83312147,14.7466834,Sars Seamount-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,200.9,3.5,12240,23,32,31,4,28.2,392,0,0,-999,-149.8,2.2,1304,18,1,31,1181,62,1214,62
-59.8,-68.96666667,1701,14740,130,-999,-999,-999,31,13758,78,-999,72.83797202,27.29070369,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,274.5,6.7,12375,42,69,38,4,28.2,393,0,0,-999,-149.8,2.2,1304,18,1,31,1383,89,1416,89
-59.8,-69,1701,14783,66,-999,-999,-999,31,13757,53,-999,78.56703131,15.72750256,Sars Seamount-Deep,Chen et al. (2015),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,278.6,7.2,12397,45,75,31,4,28.2,394,0,0,-999,-149.8,2.2,1304,18,1,31,1360,70,1393,70
-59.8,-68.96666667,1701,14791,145,-999,-999,-999,31,13974,80,-999,50.83750617,28.90013364,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,277.4,7.4,12414,47,47,40,4,28.2,395,0,0,-999,-149.8,2.2,1304,18,1,31,1560,93,1593,93
-59.8,-68.96666667,1672,14826,113,-999,-999,-999,31,14062,80,-999,43.79839232,24.66487421,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,274.1,6.5,12464,41,40,37,4,28.2,396,0,0,-999,-149.8,2.2,1304,18,1,31,1598,90,1631,90
-59.8,-68.96666667,1701,14980,115,-999,-999,-999,31,14161,80,-999,50.39940578,25.07504595,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,279.7,6.3,12575,40,47,37,4,28.2,397,0,0,-999,-149.8,2.2,1304,18,1,31,1586,89,1619,89
-59.8,-68.96666667,1701,15106,134,-999,-999,-999,31,14170,80,-999,65.3372554,27.88086658,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,285.1,6.6,12667,41,62,39,4,28.2,398,0,0,-999,-149.8,2.2,1304,18,1,31,1503,90,1536,90
-59.8,-68.96666667,1701,15107,119,-999,-999,-999,31,14062,38,-999,79.88756032,20.65418165,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,285.1,6.6,12667,41,76,34,4,28.2,399,0,0,-999,-149.8,2.2,1304,18,1,31,1395,56,1428,56
-59.8,-68.96666667,1701,15199,124,-999,-999,-999,31,14203,82,-999,72.97258438,27.04959293,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,286.9,5.6,12744,35,69,38,4,28.2,400,0,0,-999,-149.8,2.2,1304,18,1,31,1459,89,1492,89
-59.8,-68.96666667,1701,15264,155,-999,-999,-999,31,14298,80,-999,68.72813461,30.6854365,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,288.2,6.9,12803,43,65,41,4,28.2,401,0,0,-999,-149.8,2.2,1304,18,1,31,1495,91,1528,91
-59.8,-68.96666667,1701,15328,192,-999,-999,-999,31,14405,73,-999,62.78290591,34.3470255,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,287.6,6.9,12866,43,59,44,4,28.2,402,0,0,-999,-149.8,2.2,1304,18,1,31,1539,85,1572,85
-59.8,-68.96666667,1701,15484,141,-999,-999,-999,31,14397,82,-999,84.10737177,29.56039256,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,302.1,7,12931,43,81,40,4,28.2,403,0,0,-999,-149.8,2.2,1304,18,1,31,1466,93,1499,93
-59.8,-68.96666667,1701,16310,444,-999,-999,-999,31,14012,76,-999,256.8386692,79.44540499,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,335.4,6,13525,36,253,84,4,28.2,404,0,0,-999,-149.8,2.2,1304,18,1,31,487,84,520,84
-59.8,-68.96666667,1701,16310,444,-999,-999,-999,31,13750,74,-999,298.506862,81.75533662,Sars Seamount-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,335.4,6,13525,36,295,86,4,28.2,405,0,0,-999,-149.8,2.2,1304,18,1,31,225,82,258,82
-57.16666667,-66.1,1874,15768,216,-999,-999,-999,32,14723,78,-999,77.37530088,38.61916098,Cape Horn-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,310.3,6.7,13153,41,90,47,4,28.04,406,0,0,-999,-999,5,1460,40,1,32,1570,88,1447,88
-57.16666667,-66.1,1877,15810,139,-999,-999,-999,32,14628,68,-999,95.74496296,27.70219909,Cape Horn-Deep,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,311.1,6.6,13187,41,109,39,4,28.04,407,0,0,-999,-999,5,1460,40,1,32,1441,79,1318,79
-57.16666667,-66.1,1012,12310,142,-999,-999,-999,33,11285,68,-999,87.87122803,27.8980424,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,219.9,3.1,10365,21,82,39,4,27.76,408,0,0,-999,-999,5,1255,40,1,33,920,71,979,71
-57.16666667,-66.1,1012,12325,92,-999,-999,-999,33,11352,66,-999,80.79473121,20.9089453,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,217,4,10403,27,75,34,4,27.76,409,0,0,-999,-999,5,1255,40,1,33,949,71,1008,71
-57.16666667,-66.1,1012,12363,84,-999,-999,-999,33,11103,68,-999,119.9570747,20.86148427,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,228.1,2.7,10369,18,114,34,4,27.76,410,0,0,-999,-999,5,1255,40,1,33,734,70,793,70
-57.16666667,-66.1,1012,12390,97,-999,-999,-999,33,11231,64,-999,105.8586418,21.78741438,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,230.2,2.8,10375,18,100,35,4,27.76,411,0,0,-999,-999,5,1255,40,1,33,856,66,915,66
-57.16666667,-66.1,1012,12398,71,-999,-999,-999,33,11226,73,-999,107.6185056,19.57914839,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,234.8,3.1,10355,20,101,33,4,27.76,412,0,0,-999,-999,5,1255,40,1,33,871,76,930,76
-57.16666667,-66.1,1012,12420,174,-999,-999,-999,33,11260,68,-999,105.8794074,32.64213669,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,239.9,3,10341,20,100,42,4,27.76,413,0,0,-999,-999,5,1255,40,1,33,919,71,978,71
-57.16666667,-66.1,1012,12421,145,-999,-999,-999,33,11370,66,-999,90.97120235,28.10185975,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,238.1,3.5,10363,23,85,39,4,27.76,414,0,0,-999,-999,5,1255,40,1,33,1007,70,1066,70
-57.16666667,-66.1,1012,12553,90,-999,-999,-999,33,11434,66,-999,99.73393513,21.00923812,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,240.7,2.6,10472,17,93,34,4,27.76,415,0,0,-999,-999,5,1255,40,1,33,962,68,1021,68
-57.16666667,-66.1,1012,14111,100,-999,-999,-999,33,13150,72,-999,72.41122422,22.58591403,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,201.1,3.4,12248,23,66,35,4,27.76,416,0,0,-999,-999,5,1255,40,1,33,902,76,961,76
-57.16666667,-66.1,1012,14165,160,-999,-999,-999,33,13238,76,-999,67.67861936,30.76945095,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,203.9,3.3,12278,22,61,41,4,27.76,417,0,0,-999,-999,5,1255,40,1,33,960,79,1019,79
-57.16666667,-66.1,1012,14193,101,-999,-999,-999,33,13209,73,-999,75.17543709,22.90809108,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,204.7,3.2,12302,21,69,35,4,27.76,418,0,0,-999,-999,5,1255,40,1,33,907,76,966,76
-57.16666667,-66.1,1012,14424,180,-999,-999,-999,33,13298,72,-999,93.4599876,33.61425346,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,223.9,3.8,12398,25,87,43,4,27.76,419,0,0,-999,-999,5,1255,40,1,33,900,76,959,76
-57.16666667,-66.1,1012,14464,108,-999,-999,-999,33,13320,72,-999,95.75846004,24.13824191,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,228.1,4.2,12410,27,89,36,4,27.76,420,0,0,-999,-999,5,1255,40,1,33,910,77,969,77
-57.16666667,-66.1,1012,14503,310,-999,-999,-999,33,13226,72,-999,113.8985433,51.7720362,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,231.6,4.3,12426,28,108,58,4,27.76,421,0,0,-999,-999,5,1255,40,1,33,800,77,859,77
-57.16666667,-66.1,1012,14683,143,-999,-999,-999,33,13288,81,-999,129.6650989,30.93533318,Cape Horn-Shallow,Li et al. 2020,1,-999,-999,-999,-999,-999,-999,-999,0,0,2,253.5,6.7,12459,43,123,41,4,27.76,422,0,0,-999,-999,5,1255,40,1,33,829,92,888,92
