Longitude	Latitude	Potential Vorticity Q [10~^-~^1~^2 m~^-~^1 s~^-~^1] @ Depth [m]=500
-147.500000	-38.500000	26.58689
-146.500000	-38.500000	27.20701
-145.500000	-38.500000	27.91535
-144.500000	-38.500000	27.59780
-143.500000	-38.500000	27.92769
-142.500000	-38.500000	28.52179
-141.500000	-38.500000	28.70995
-140.500000	-38.500000	28.85227
-139.500000	-38.500000	29.14300
-138.500000	-38.500000	29.23380
-137.500000	-38.500000	29.35808
-136.500000	-38.500000	29.50029
-135.500000	-38.500000	29.61087
-134.500000	-38.500000	29.96903
-133.500000	-38.500000	29.62561
-132.500000	-38.500000	29.71222
-131.500000	-38.500000	31.27176
-130.500000	-38.500000	30.35750
-129.500000	-38.500000	30.31630
-128.500000	-38.500000	31.06954
-127.500000	-38.500000	30.79292
-126.500000	-38.500000	29.97224
-125.500000	-38.500000	29.91275
-124.500000	-38.500000	29.88380
-123.500000	-38.500000	29.85398
-122.500000	-38.500000	29.87703
-121.500000	-38.500000	29.73962
-120.500000	-38.500000	29.96367
-119.500000	-38.500000	29.37303
-118.500000	-38.500000	29.27279
-117.500000	-38.500000	29.30350
-116.500000	-38.500000	29.15437
-115.500000	-38.500000	29.41721
-114.500000	-38.500000	29.67621
-113.500000	-38.500000	30.21013
-112.500000	-38.500000	31.38564
-111.500000	-38.500000	32.01369
-110.500000	-38.500000	33.00370
-109.500000	-38.500000	33.28179
-108.500000	-38.500000	32.51737
-107.500000	-38.500000	32.23847
-106.500000	-38.500000	31.21509
-105.500000	-38.500000	30.41808
-104.500000	-38.500000	29.70740
-103.500000	-38.500000	29.13294
-102.500000	-38.500000	28.51292
-101.500000	-38.500000	28.02701
-100.500000	-38.500000	27.80854
-99.500000	-38.500000	27.40139
-98.500000	-38.500000	28.38680
-97.500000	-38.500000	28.58031
-96.500000	-38.500000	29.16100
-95.500000	-38.500000	29.65880
-94.500000	-38.500000	30.02874
-93.500000	-38.500000	30.63137
-92.500000	-38.500000	31.42104
-91.500000	-38.500000	31.85814
-90.500000	-38.500000	32.19129
-89.500000	-38.500000	32.23925
-88.500000	-38.500000	32.10376
-87.500000	-38.500000	31.85052
-86.500000	-38.500000	32.06134
-85.500000	-38.500000	32.11501
-84.500000	-38.500000	32.24835
-83.500000	-38.500000	32.67459
-82.500000	-38.500000	33.73744
-81.500000	-38.500000	35.02997
-80.500000	-38.500000	37.41184
-79.500000	-38.500000	39.92360
-78.500000	-38.500000	42.59589
-77.500000	-38.500000	45.98800
-76.500000	-38.500000	49.46179
-75.500000	-38.500000	53.44887
-74.500000	-38.500000	56.99979
-54.500000	-38.500000	60.52601
-53.500000	-38.500000	80.37405
-52.500000	-38.500000	91.01563
-51.500000	-38.500000	99.55681
-50.500000	-38.500000	103.31471
-49.500000	-38.500000	102.54458
-48.500000	-38.500000	99.90716
-47.500000	-38.500000	98.96567
-46.500000	-38.500000	95.71438
-45.500000	-38.500000	91.19237
-44.500000	-38.500000	86.15276
-43.500000	-38.500000	81.77261
-42.500000	-38.500000	79.41774
-41.500000	-38.500000	77.75689
-40.500000	-38.500000	80.54475
-39.500000	-38.500000	83.70313
-38.500000	-38.500000	90.11138
-37.500000	-38.500000	97.05104
-36.500000	-38.500000	95.77777
-35.500000	-38.500000	102.10821
-34.500000	-38.500000	103.23126
-33.500000	-38.500000	107.47361
-32.500000	-38.500000	108.90445
-31.500000	-38.500000	109.42565
-30.500000	-38.500000	109.03577
-29.500000	-38.500000	110.55917
-28.500000	-38.500000	105.44353
-27.500000	-38.500000	102.92982
-26.500000	-38.500000	104.15312
-25.500000	-38.500000	99.46514
-24.500000	-38.500000	99.85155
-23.500000	-38.500000	101.02915
-22.500000	-38.500000	102.46040
-21.500000	-38.500000	104.33103
-20.500000	-38.500000	105.57677
-19.500000	-38.500000	105.72963
-18.500000	-38.500000	104.44420
-17.500000	-38.500000	103.13940
-16.500000	-38.500000	100.55219
-15.500000	-38.500000	99.18099
-14.500000	-38.500000	96.57709
-13.500000	-38.500000	93.54384
-12.500000	-38.500000	90.04024
-11.500000	-38.500000	87.18913
-10.500000	-38.500000	84.61294
-9.500000	-38.500000	82.81087
-8.500000	-38.500000	83.31297
-7.500000	-38.500000	84.23832
-6.500000	-38.500000	85.96526
-5.500000	-38.500000	88.47943
-4.500000	-38.500000	90.98376
-3.500000	-38.500000	93.28722
-2.500000	-38.500000	93.75995
-1.500000	-38.500000	93.22206
-0.500000	-38.500000	92.86871
0.500000	-37.500000	98.26054
1.500000	-37.500000	95.95107
2.500000	-37.500000	94.48904
3.500000	-37.500000	94.01238
4.500000	-37.500000	92.91621
5.500000	-37.500000	93.89366
6.500000	-37.500000	99.62875
7.500000	-37.500000	102.12293
8.500000	-37.500000	111.83278
9.500000	-37.500000	121.98469
10.500000	-37.500000	128.35783
11.500000	-37.500000	133.48259
12.500000	-37.500000	135.24317
13.500000	-37.500000	129.77250
14.500000	-37.500000	122.33732
15.500000	-37.500000	112.38085
16.500000	-37.500000	104.04786
17.500000	-37.500000	99.76031
18.500000	-37.500000	99.16338
19.500000	-37.500000	103.34513
20.500000	-37.500000	105.77638
21.500000	-37.500000	120.02841
22.500000	-37.500000	125.83944
23.500000	-37.500000	133.00830
24.500000	-37.500000	134.14847
25.500000	-37.500000	139.31942
26.500000	-37.500000	147.25902
27.500000	-37.500000	152.25654
28.500000	-37.500000	165.00966
29.500000	-37.500000	167.07345
30.500000	-37.500000	164.66321
31.500000	-37.500000	159.44303
32.500000	-37.500000	155.50307
33.500000	-37.500000	141.86590
34.500000	-37.500000	142.09862
35.500000	-37.500000	132.81574
36.500000	-37.500000	122.17314
37.500000	-37.500000	114.50394
38.500000	-37.500000	107.04158
39.500000	-37.500000	102.04639
40.500000	-37.500000	98.48986
41.500000	-37.500000	96.74510
42.500000	-37.500000	97.12566
43.500000	-37.500000	98.74926
44.500000	-37.500000	98.97158
45.500000	-37.500000	98.07190
46.500000	-37.500000	95.59287
47.500000	-37.500000	92.45028
48.500000	-37.500000	86.65100
49.500000	-37.500000	80.78715
50.500000	-37.500000	77.30867
51.500000	-37.500000	70.69947
52.500000	-37.500000	69.26260
53.500000	-37.500000	69.40244
54.500000	-37.500000	66.32266
55.500000	-37.500000	63.90456
56.500000	-37.500000	61.06611
57.500000	-37.500000	58.08722
58.500000	-37.500000	54.77978
59.500000	-37.500000	52.79619
60.500000	-37.500000	52.69199
61.500000	-37.500000	52.25533
62.500000	-37.500000	54.01885
63.500000	-37.500000	55.68039
64.500000	-37.500000	57.23717
65.500000	-37.500000	57.60829
66.500000	-37.500000	58.03516
67.500000	-37.500000	56.99116
68.500000	-37.500000	57.84061
69.500000	-37.500000	55.16828
70.500000	-37.500000	54.97344
71.500000	-37.500000	53.19412
72.500000	-37.500000	51.87122
73.500000	-37.500000	50.40810
74.500000	-37.500000	50.51937
75.500000	-37.500000	48.64716
76.500000	-37.500000	47.63413
77.500000	-37.500000	44.15465
78.500000	-37.500000	42.91778
79.500000	-37.500000	41.90259
80.500000	-37.500000	40.73152
81.500000	-37.500000	39.22572
82.500000	-37.500000	37.06107
83.500000	-37.500000	36.57268
84.500000	-37.500000	37.18374
85.500000	-37.500000	36.65741
86.500000	-37.500000	37.76935
87.500000	-37.500000	37.70504
88.500000	-37.500000	37.66224
89.500000	-37.500000	36.74793
90.500000	-37.500000	34.01552
91.500000	-37.500000	32.56222
92.500000	-37.500000	29.65453
93.500000	-37.500000	27.36005
94.500000	-37.500000	25.83581
95.500000	-37.500000	24.54237
96.500000	-37.500000	23.33935
97.500000	-37.500000	23.55208
98.500000	-37.500000	25.23632
99.500000	-37.500000	25.78094
100.500000	-37.500000	27.32511
101.500000	-37.500000	27.60121
102.500000	-37.500000	27.50574
103.500000	-37.500000	28.11736
104.500000	-37.500000	28.50959
105.500000	-37.500000	28.62042
106.500000	-37.500000	29.25974
107.500000	-37.500000	27.60297
108.500000	-37.500000	26.76022
109.500000	-37.500000	28.04606
110.500000	-37.500000	27.09661
111.500000	-37.500000	27.58094
112.500000	-37.500000	27.49203
113.500000	-37.500000	27.73924
114.500000	-37.500000	25.98363
115.500000	-37.500000	27.14627
116.500000	-37.500000	26.85079
117.500000	-37.500000	25.78886
118.500000	-37.500000	24.48419
119.500000	-37.500000	25.79649
120.500000	-37.500000	27.74986
121.500000	-37.500000	28.89688
122.500000	-37.500000	30.81266
123.500000	-37.500000	27.92539
124.500000	-37.500000	26.25020
125.500000	-37.500000	24.17045
126.500000	-37.500000	22.44980
127.500000	-37.500000	22.21104
128.500000	-37.500000	23.01400
129.500000	-37.500000	24.87904
130.500000	-37.500000	26.29192
131.500000	-37.500000	28.02459
132.500000	-37.500000	27.40315
133.500000	-37.500000	27.35795
134.500000	-37.500000	27.83820
135.500000	-37.500000	29.41733
136.500000	-37.500000	32.66355
137.500000	-37.500000	39.93663
138.500000	-37.500000	50.95015
150.500000	-37.500000	90.14351
151.500000	-37.500000	74.12395
152.500000	-37.500000	64.61670
153.500000	-37.500000	57.04226
154.500000	-37.500000	49.74682
155.500000	-37.500000	46.43261
156.500000	-37.500000	46.30354
157.500000	-37.500000	51.10548
158.500000	-37.500000	53.58055
159.500000	-37.500000	57.64677
160.500000	-37.500000	59.15800
161.500000	-37.500000	61.91827
162.500000	-37.500000	65.20062
163.500000	-37.500000	63.71152
164.500000	-37.500000	64.68652
165.500000	-37.500000	64.95078
166.500000	-37.500000	68.42569
167.500000	-37.500000	72.31323
168.500000	-37.500000	76.31824
169.500000	-37.500000	80.14275
170.500000	-37.500000	83.38045
171.500000	-37.500000	86.84023
172.500000	-37.500000	99.40193
173.500000	-37.500000	107.85926
-182.500000	-37.500000	134.83450
-180.500000	-37.500000	112.10120
-179.500000	-37.500000	99.27278
-178.500000	-37.500000	100.55204
-177.500000	-37.500000	86.70554
-176.500000	-37.500000	75.84109
-175.500000	-37.500000	65.71861
-174.500000	-37.500000	59.38830
-173.500000	-37.500000	52.16217
-172.500000	-37.500000	50.20788
-171.500000	-37.500000	50.53092
-170.500000	-37.500000	52.45325
-169.500000	-37.500000	49.01170
-168.500000	-37.500000	47.75899
-167.500000	-37.500000	44.46052
-166.500000	-37.500000	42.39891
-165.500000	-37.500000	40.24356
-164.500000	-37.500000	37.35975
-163.500000	-37.500000	34.68534
-162.500000	-37.500000	32.49830
-161.500000	-37.500000	30.96151
-160.500000	-37.500000	29.44012
-159.500000	-37.500000	29.32141
-158.500000	-37.500000	28.28898
-157.500000	-37.500000	26.15594
-156.500000	-37.500000	25.29821
-155.500000	-37.500000	24.17218
-154.500000	-37.500000	24.41980
-153.500000	-37.500000	26.86094
-152.500000	-37.500000	27.49431
-151.500000	-37.500000	28.20003
-150.500000	-37.500000	28.38817
-149.500000	-37.500000	29.47948
-148.500000	-37.500000	29.72886
-147.500000	-37.500000	29.60793
-146.500000	-37.500000	29.83484
-145.500000	-37.500000	29.45589
-144.500000	-37.500000	30.26085
-143.500000	-37.500000	31.36609
-142.500000	-37.500000	31.40280
-141.500000	-37.500000	31.53482
-140.500000	-37.500000	31.47389
-139.500000	-37.500000	31.91053
-138.500000	-37.500000	32.15519
-137.500000	-37.500000	31.91821
-136.500000	-37.500000	32.50196
-135.500000	-37.500000	32.67526
-134.500000	-37.500000	32.53463
-133.500000	-37.500000	33.78615
-132.500000	-37.500000	33.29657
-131.500000	-37.500000	34.18174
-130.500000	-37.500000	34.07634
-129.500000	-37.500000	34.16012
-128.500000	-37.500000	34.10709
-127.500000	-37.500000	33.63020
-126.500000	-37.500000	33.90313
-125.500000	-37.500000	33.91870
-124.500000	-37.500000	33.88608
-123.500000	-37.500000	33.96718
-122.500000	-37.500000	34.30593
-121.500000	-37.500000	33.57201
-120.500000	-37.500000	33.93893
-119.500000	-37.500000	33.56163
-118.500000	-37.500000	33.49989
-117.500000	-37.500000	33.12669
-116.500000	-37.500000	33.02284
-115.500000	-37.500000	33.11260
-114.500000	-37.500000	33.62334
-113.500000	-37.500000	33.95491
-112.500000	-37.500000	35.54198
-111.500000	-37.500000	35.90974
-110.500000	-37.500000	36.71358
-109.500000	-37.500000	36.23576
-108.500000	-37.500000	35.58511
-107.500000	-37.500000	34.70640
-106.500000	-37.500000	33.80241
-105.500000	-37.500000	32.72169
-104.500000	-37.500000	31.80751
-103.500000	-37.500000	31.23037
-102.500000	-37.500000	30.49392
-101.500000	-37.500000	29.52209
-100.500000	-37.500000	29.45623
-99.500000	-37.500000	29.55886
-98.500000	-37.500000	29.93838
-97.500000	-37.500000	30.74954
-96.500000	-37.500000	31.53142
-95.500000	-37.500000	31.82074
-94.500000	-37.500000	32.88826
-93.500000	-37.500000	32.90491
-92.500000	-37.500000	34.16536
-91.500000	-37.500000	34.09736
-90.500000	-37.500000	34.24420
-89.500000	-37.500000	34.08037
-88.500000	-37.500000	34.45041
-87.500000	-37.500000	34.11486
-86.500000	-37.500000	33.99872
-85.500000	-37.500000	34.29710
-84.500000	-37.500000	34.68768
-83.500000	-37.500000	35.46337
-82.500000	-37.500000	36.75669
-81.500000	-37.500000	38.26650
-80.500000	-37.500000	40.13744
-79.500000	-37.500000	42.78582
-78.500000	-37.500000	45.31269
-77.500000	-37.500000	48.76380
-76.500000	-37.500000	52.24201
-75.500000	-37.500000	56.57083
-74.500000	-37.500000	60.82458
-53.500000	-37.500000	88.07088
-52.500000	-37.500000	106.75702
-51.500000	-37.500000	111.58465
-50.500000	-37.500000	113.52996
-49.500000	-37.500000	116.60513
-48.500000	-37.500000	113.97011
-47.500000	-37.500000	110.86931
-46.500000	-37.500000	107.51720
-45.500000	-37.500000	104.96936
-44.500000	-37.500000	103.02863
-43.500000	-37.500000	104.18402
-42.500000	-37.500000	102.43156
-41.500000	-37.500000	100.77234
-40.500000	-37.500000	101.68079
-39.500000	-37.500000	106.39793
-38.500000	-37.500000	111.36646
-37.500000	-37.500000	116.63547
-36.500000	-37.500000	120.32832
-35.500000	-37.500000	126.61435
-34.500000	-37.500000	125.48232
-33.500000	-37.500000	126.65811
-32.500000	-37.500000	130.73879
-31.500000	-37.500000	125.90957
-30.500000	-37.500000	123.12355
-29.500000	-37.500000	122.51420
-28.500000	-37.500000	121.83330
-27.500000	-37.500000	117.12163
-26.500000	-37.500000	118.87811
-25.500000	-37.500000	112.89882
-24.500000	-37.500000	113.15995
-23.500000	-37.500000	115.63737
-22.500000	-37.500000	117.32603
-21.500000	-37.500000	119.21513
-20.500000	-37.500000	119.36508
-19.500000	-37.500000	118.41299
-18.500000	-37.500000	117.92458
-17.500000	-37.500000	115.07245
-16.500000	-37.500000	113.13366
-15.500000	-37.500000	110.59821
-14.500000	-37.500000	108.42145
-13.500000	-37.500000	105.54713
-12.500000	-37.500000	103.27284
-11.500000	-37.500000	99.11783
-10.500000	-37.500000	95.87861
-9.500000	-37.500000	94.58322
-8.500000	-37.500000	92.99167
-7.500000	-37.500000	94.38597
-6.500000	-37.500000	94.76976
-5.500000	-37.500000	97.62718
-4.500000	-37.500000	98.59524
-3.500000	-37.500000	100.00360
-2.500000	-37.500000	100.67394
-1.500000	-37.500000	101.74178
-0.500000	-37.500000	99.63854
0.500000	-36.500000	103.13619
1.500000	-36.500000	101.47886
2.500000	-36.500000	101.03486
3.500000	-36.500000	100.61178
4.500000	-36.500000	100.08557
5.500000	-36.500000	100.62417
6.500000	-36.500000	104.94647
7.500000	-36.500000	112.43177
8.500000	-36.500000	122.76206
9.500000	-36.500000	128.44387
10.500000	-36.500000	138.29129
11.500000	-36.500000	141.78179
12.500000	-36.500000	141.68041
13.500000	-36.500000	136.98233
14.500000	-36.500000	129.92085
15.500000	-36.500000	118.48723
16.500000	-36.500000	107.88403
17.500000	-36.500000	100.50608
18.500000	-36.500000	95.95500
19.500000	-36.500000	89.19460
22.500000	-36.500000	112.58188
23.500000	-36.500000	113.28369
24.500000	-36.500000	115.80131
25.500000	-36.500000	123.29764
26.500000	-36.500000	134.07623
27.500000	-36.500000	143.16470
28.500000	-36.500000	154.15189
29.500000	-36.500000	159.16013
30.500000	-36.500000	157.84359
31.500000	-36.500000	153.85020
32.500000	-36.500000	152.49798
33.500000	-36.500000	145.19694
34.500000	-36.500000	143.00009
35.500000	-36.500000	130.77379
36.500000	-36.500000	123.20512
37.500000	-36.500000	115.81753
38.500000	-36.500000	107.49215
39.500000	-36.500000	100.99497
40.500000	-36.500000	98.53732
41.500000	-36.500000	95.17082
42.500000	-36.500000	95.12604
43.500000	-36.500000	94.53848
44.500000	-36.500000	94.02268
45.500000	-36.500000	93.08284
46.500000	-36.500000	90.09199
47.500000	-36.500000	85.95816
48.500000	-36.500000	80.84754
49.500000	-36.500000	76.19228
50.500000	-36.500000	73.40358
51.500000	-36.500000	70.38066
52.500000	-36.500000	69.42349
53.500000	-36.500000	68.01577
54.500000	-36.500000	64.39786
55.500000	-36.500000	62.08332
56.500000	-36.500000	60.19962
57.500000	-36.500000	57.08475
58.500000	-36.500000	52.21070
59.500000	-36.500000	50.34233
60.500000	-36.500000	49.12484
61.500000	-36.500000	49.01130
62.500000	-36.500000	49.64730
63.500000	-36.500000	51.02899
64.500000	-36.500000	51.89366
65.500000	-36.500000	52.18975
66.500000	-36.500000	52.02730
67.500000	-36.500000	52.13554
68.500000	-36.500000	51.63818
69.500000	-36.500000	50.99773
70.500000	-36.500000	50.04496
71.500000	-36.500000	49.98364
72.500000	-36.500000	48.92767
73.500000	-36.500000	48.42996
74.500000	-36.500000	47.81231
75.500000	-36.500000	46.50603
76.500000	-36.500000	45.82413
77.500000	-36.500000	44.37978
78.500000	-36.500000	41.48367
79.500000	-36.500000	41.48059
80.500000	-36.500000	39.09121
81.500000	-36.500000	38.40607
82.500000	-36.500000	38.24000
83.500000	-36.500000	37.26723
84.500000	-36.500000	38.70979
85.500000	-36.500000	38.99359
86.500000	-36.500000	36.82198
87.500000	-36.500000	35.88120
88.500000	-36.500000	35.94690
89.500000	-36.500000	34.19817
90.500000	-36.500000	31.66053
91.500000	-36.500000	30.56358
92.500000	-36.500000	28.80132
93.500000	-36.500000	27.60424
94.500000	-36.500000	29.61250
95.500000	-36.500000	26.86559
96.500000	-36.500000	27.00176
97.500000	-36.500000	26.32574
98.500000	-36.500000	25.83301
99.500000	-36.500000	26.55830
100.500000	-36.500000	27.43219
101.500000	-36.500000	28.46480
102.500000	-36.500000	27.98726
103.500000	-36.500000	29.62480
104.500000	-36.500000	30.21119
105.500000	-36.500000	29.76752
106.500000	-36.500000	29.53209
107.500000	-36.500000	30.19402
108.500000	-36.500000	29.34762
109.500000	-36.500000	30.33257
110.500000	-36.500000	27.69392
111.500000	-36.500000	28.78249
112.500000	-36.500000	29.15217
113.500000	-36.500000	32.41712
114.500000	-36.500000	32.33571
115.500000	-36.500000	34.43175
116.500000	-36.500000	27.95741
117.500000	-36.500000	24.09020
118.500000	-36.500000	25.29118
119.500000	-36.500000	26.81234
120.500000	-36.500000	25.11167
121.500000	-36.500000	29.03697
122.500000	-36.500000	31.25892
123.500000	-36.500000	29.87998
124.500000	-36.500000	27.91364
125.500000	-36.500000	26.14728
126.500000	-36.500000	23.90490
127.500000	-36.500000	23.46021
128.500000	-36.500000	24.54435
129.500000	-36.500000	27.05169
130.500000	-36.500000	29.26401
131.500000	-36.500000	30.35485
132.500000	-36.500000	31.10546
133.500000	-36.500000	30.31389
134.500000	-36.500000	28.91708
135.500000	-36.500000	31.14663
151.500000	-36.500000	79.59204
152.500000	-36.500000	69.50208
153.500000	-36.500000	60.94293
154.500000	-36.500000	52.64564
155.500000	-36.500000	54.87132
156.500000	-36.500000	54.07606
157.500000	-36.500000	56.09033
158.500000	-36.500000	58.88989
159.500000	-36.500000	59.99876
160.500000	-36.500000	64.10678
161.500000	-36.500000	67.51948
162.500000	-36.500000	68.11173
163.500000	-36.500000	68.02132
164.500000	-36.500000	68.67736
165.500000	-36.500000	70.37559
166.500000	-36.500000	71.02669
167.500000	-36.500000	73.83382
168.500000	-36.500000	76.36760
169.500000	-36.500000	78.19501
170.500000	-36.500000	80.48622
171.500000	-36.500000	83.77439
172.500000	-36.500000	96.26431
173.500000	-36.500000	104.24809
-183.500000	-36.500000	120.07262
-182.500000	-36.500000	63.91466
-181.500000	-36.500000	85.13979
-180.500000	-36.500000	97.29287
-179.500000	-36.500000	95.52672
-178.500000	-36.500000	91.06652
-177.500000	-36.500000	80.65354
-176.500000	-36.500000	71.27545
-175.500000	-36.500000	63.29794
-174.500000	-36.500000	57.12721
-173.500000	-36.500000	53.33137
-172.500000	-36.500000	54.07326
-171.500000	-36.500000	53.20983
-170.500000	-36.500000	54.21489
-169.500000	-36.500000	52.71648
-168.500000	-36.500000	50.76518
-167.500000	-36.500000	48.78408
-166.500000	-36.500000	47.30036
-165.500000	-36.500000	44.34362
-164.500000	-36.500000	40.24341
-163.500000	-36.500000	37.83628
-162.500000	-36.500000	35.80159
-161.500000	-36.500000	33.89580
-160.500000	-36.500000	32.54797
-159.500000	-36.500000	31.29254
-158.500000	-36.500000	31.05570
-157.500000	-36.500000	30.78316
-156.500000	-36.500000	28.40547
-155.500000	-36.500000	28.16204
-154.500000	-36.500000	28.08950
-153.500000	-36.500000	31.16769
-152.500000	-36.500000	31.61334
-151.500000	-36.500000	32.22671
-150.500000	-36.500000	32.60941
-149.500000	-36.500000	32.45740
-148.500000	-36.500000	33.05689
-147.500000	-36.500000	32.75692
-146.500000	-36.500000	33.69219
-145.500000	-36.500000	33.32410
-144.500000	-36.500000	33.92332
-143.500000	-36.500000	34.56237
-142.500000	-36.500000	34.89670
-141.500000	-36.500000	35.11060
-140.500000	-36.500000	35.27280
-139.500000	-36.500000	35.59549
-138.500000	-36.500000	36.57416
-137.500000	-36.500000	36.22990
-136.500000	-36.500000	36.86461
-135.500000	-36.500000	36.77565
-134.500000	-36.500000	37.74488
-133.500000	-36.500000	38.08491
-132.500000	-36.500000	37.80670
-131.500000	-36.500000	38.21005
-130.500000	-36.500000	38.69871
-129.500000	-36.500000	38.88340
-128.500000	-36.500000	38.89514
-127.500000	-36.500000	38.82744
-126.500000	-36.500000	38.55722
-125.500000	-36.500000	38.55913
-124.500000	-36.500000	38.93817
-123.500000	-36.500000	39.37632
-122.500000	-36.500000	39.03102
-121.500000	-36.500000	39.76143
-120.500000	-36.500000	39.60812
-119.500000	-36.500000	39.03871
-118.500000	-36.500000	38.62057
-117.500000	-36.500000	38.61657
-116.500000	-36.500000	38.41423
-115.500000	-36.500000	38.87454
-114.500000	-36.500000	38.59977
-113.500000	-36.500000	39.88593
-112.500000	-36.500000	40.70027
-111.500000	-36.500000	40.86895
-110.500000	-36.500000	40.97461
-109.500000	-36.500000	40.94630
-108.500000	-36.500000	39.41862
-107.500000	-36.500000	38.21227
-106.500000	-36.500000	37.21345
-105.500000	-36.500000	35.96263
-104.500000	-36.500000	34.84912
-103.500000	-36.500000	33.87930
-102.500000	-36.500000	33.03400
-101.500000	-36.500000	32.77944
-100.500000	-36.500000	32.74267
-99.500000	-36.500000	32.83182
-98.500000	-36.500000	33.41690
-97.500000	-36.500000	34.03410
-96.500000	-36.500000	34.16418
-95.500000	-36.500000	35.51581
-94.500000	-36.500000	35.29288
-93.500000	-36.500000	36.20660
-92.500000	-36.500000	37.44427
-91.500000	-36.500000	37.16633
-90.500000	-36.500000	37.61851
-89.500000	-36.500000	37.29602
-88.500000	-36.500000	37.15801
-87.500000	-36.500000	37.00341
-86.500000	-36.500000	36.86236
-85.500000	-36.500000	37.10705
-84.500000	-36.500000	37.82123
-83.500000	-36.500000	38.56702
-82.500000	-36.500000	40.30428
-81.500000	-36.500000	41.87639
-80.500000	-36.500000	43.45731
-79.500000	-36.500000	45.93186
-78.500000	-36.500000	48.78360
-77.500000	-36.500000	51.99838
-76.500000	-36.500000	55.24139
-75.500000	-36.500000	59.02760
-74.500000	-36.500000	63.46767
-52.500000	-36.500000	125.09447
-51.500000	-36.500000	124.09151
-50.500000	-36.500000	125.19673
-49.500000	-36.500000	128.72086
-48.500000	-36.500000	132.13127
-47.500000	-36.500000	128.06431
-46.500000	-36.500000	124.01190
-45.500000	-36.500000	122.29039
-44.500000	-36.500000	123.56649
-43.500000	-36.500000	123.75045
-42.500000	-36.500000	124.14532
-41.500000	-36.500000	124.91112
-40.500000	-36.500000	127.90092
-39.500000	-36.500000	131.62167
-38.500000	-36.500000	137.19570
-37.500000	-36.500000	141.12703
-36.500000	-36.500000	139.96172
-35.500000	-36.500000	140.16532
-34.500000	-36.500000	139.94278
-33.500000	-36.500000	141.83974
-32.500000	-36.500000	140.31781
-31.500000	-36.500000	136.04582
-30.500000	-36.500000	136.59341
-29.500000	-36.500000	131.44943
-28.500000	-36.500000	130.37541
-27.500000	-36.500000	130.34672
-26.500000	-36.500000	128.88669
-25.500000	-36.500000	125.48478
-24.500000	-36.500000	127.73056
-23.500000	-36.500000	126.83580
-22.500000	-36.500000	128.89104
-21.500000	-36.500000	130.91969
-20.500000	-36.500000	130.92022
-19.500000	-36.500000	127.55926
-18.500000	-36.500000	125.77780
-17.500000	-36.500000	124.44380
-16.500000	-36.500000	124.31283
-15.500000	-36.500000	121.50487
-14.500000	-36.500000	120.22679
-13.500000	-36.500000	119.19903
-12.500000	-36.500000	115.31164
-11.500000	-36.500000	112.08157
-10.500000	-36.500000	108.84968
-9.500000	-36.500000	106.42065
-8.500000	-36.500000	104.89330
-7.500000	-36.500000	103.69424
-6.500000	-36.500000	104.29865
-5.500000	-36.500000	105.09246
-4.500000	-36.500000	104.55998
-3.500000	-36.500000	104.17341
-2.500000	-36.500000	108.14277
-1.500000	-36.500000	105.45931
-0.500000	-36.500000	105.00926
0.500000	-35.500000	106.89039
1.500000	-35.500000	104.41586
2.500000	-35.500000	105.02135
3.500000	-35.500000	104.64740
4.500000	-35.500000	103.13755
5.500000	-35.500000	106.71227
6.500000	-35.500000	110.29733
7.500000	-35.500000	116.06947
8.500000	-35.500000	123.62060
9.500000	-35.500000	130.95516
10.500000	-35.500000	139.65083
11.500000	-35.500000	144.57052
12.500000	-35.500000	139.46221
13.500000	-35.500000	137.44437
14.500000	-35.500000	131.40678
15.500000	-35.500000	122.05967
16.500000	-35.500000	111.32294
17.500000	-35.500000	97.55185
18.500000	-35.500000	91.55797
23.500000	-35.500000	78.46432
24.500000	-35.500000	86.71419
25.500000	-35.500000	107.53750
26.500000	-35.500000	121.01484
27.500000	-35.500000	134.61511
28.500000	-35.500000	143.14592
29.500000	-35.500000	144.81490
30.500000	-35.500000	145.08928
31.500000	-35.500000	145.32809
32.500000	-35.500000	146.52808
33.500000	-35.500000	141.40965
34.500000	-35.500000	137.96259
35.500000	-35.500000	128.78898
36.500000	-35.500000	121.86143
37.500000	-35.500000	113.65303
38.500000	-35.500000	106.60844
39.500000	-35.500000	99.24825
40.500000	-35.500000	97.20959
41.500000	-35.500000	93.30460
42.500000	-35.500000	92.08345
43.500000	-35.500000	90.23187
44.500000	-35.500000	88.53293
45.500000	-35.500000	86.82351
46.500000	-35.500000	84.67600
47.500000	-35.500000	81.71300
48.500000	-35.500000	76.85901
49.500000	-35.500000	73.87307
50.500000	-35.500000	70.75150
51.500000	-35.500000	69.18290
52.500000	-35.500000	67.85801
53.500000	-35.500000	67.02606
54.500000	-35.500000	65.71788
55.500000	-35.500000	61.92605
56.500000	-35.500000	60.31599
57.500000	-35.500000	55.89717
58.500000	-35.500000	53.54304
59.500000	-35.500000	49.36150
60.500000	-35.500000	48.59437
61.500000	-35.500000	46.32245
62.500000	-35.500000	46.94018
63.500000	-35.500000	47.12226
64.500000	-35.500000	47.37516
65.500000	-35.500000	48.08279
66.500000	-35.500000	47.50793
67.500000	-35.500000	47.82546
68.500000	-35.500000	47.74821
69.500000	-35.500000	47.43927
70.500000	-35.500000	46.70535
71.500000	-35.500000	47.15331
