Longitude	Latitude	Potential Vorticity Q [10~^-~^1~^2 m~^-~^1 s~^-~^1] @ Depth [m]=first
-156.500000	-74.500000	153.35233
-155.500000	-74.500000	154.47888
-154.500000	-74.500000	150.38581
-153.500000	-74.500000	132.89046
-152.500000	-74.500000	121.62452
-151.500000	-74.500000	81.06888
-150.500000	-74.500000	54.20652
-149.500000	-74.500000	20.03182
-148.500000	-74.500000	7.29580
-147.500000	-74.500000	8.44796
-146.500000	-74.500000	7.23446
-145.500000	-74.500000	9.47668
-144.500000	-74.500000	6.30623
-143.500000	-74.500000	7.97766
-142.500000	-74.500000	6.62066
-141.500000	-74.500000	4.83693
-140.500000	-74.500000	6.04054
-139.500000	-74.500000	13.30364
-138.500000	-74.500000	15.02366
-137.500000	-74.500000	11.91725
-108.500000	-74.500000	129.28980
-59.500000	-74.500000	4.36877
-58.500000	-74.500000	2.37479
-57.500000	-74.500000	9.38435
-56.500000	-74.500000	6.83188
-55.500000	-74.500000	12.49265
-54.500000	-74.500000	31.76911
-53.500000	-74.500000	51.37344
-52.500000	-74.500000	54.86446
-51.500000	-74.500000	53.29197
-50.500000	-74.500000	13.67820
-49.500000	-74.500000	10.50130
-48.500000	-74.500000	4.00557
-47.500000	-74.500000	18.50740
-46.500000	-74.500000	57.52600
-45.500000	-74.500000	202.85439
-44.500000	-74.500000	355.29797
-43.500000	-74.500000	519.78462
-42.500000	-74.500000	659.63356
-41.500000	-74.500000	772.23510
-40.500000	-74.500000	864.52818
-39.500000	-74.500000	940.00728
-38.500000	-74.500000	1018.58205
-37.500000	-74.500000	1063.89322
-36.500000	-74.500000	1140.19722
-35.500000	-74.500000	1140.04126
-34.500000	-74.500000	1255.64271
-33.500000	-74.500000	1241.53270
-32.500000	-74.500000	1319.57052
-31.500000	-74.500000	1403.78323
-30.500000	-74.500000	1470.51129
-29.500000	-74.500000	1600.58865
-28.500000	-74.500000	1693.20786
-27.500000	-74.500000	1791.97400
-26.500000	-74.500000	1747.70955
-25.500000	-74.500000	1484.30006
170.500000	-73.500000	84.33005
171.500000	-73.500000	103.94376
172.500000	-73.500000	104.14507
173.500000	-73.500000	101.06882
-185.500000	-73.500000	105.40581
-184.500000	-73.500000	109.58178
-183.500000	-73.500000	114.77854
-182.500000	-73.500000	132.18804
-181.500000	-73.500000	144.23563
-180.500000	-73.500000	154.76028
-179.500000	-73.500000	156.88336
-178.500000	-73.500000	163.37771
-177.500000	-73.500000	165.48009
-176.500000	-73.500000	158.39641
-175.500000	-73.500000	149.61892
-174.500000	-73.500000	139.06503
-173.500000	-73.500000	125.99201
-172.500000	-73.500000	115.23398
-171.500000	-73.500000	106.33003
-170.500000	-73.500000	95.23114
-169.500000	-73.500000	85.35454
-168.500000	-73.500000	78.92396
-167.500000	-73.500000	72.80108
-166.500000	-73.500000	68.71926
-165.500000	-73.500000	72.88843
-164.500000	-73.500000	86.34885
-163.500000	-73.500000	89.63507
-162.500000	-73.500000	96.33582
-161.500000	-73.500000	96.99487
-160.500000	-73.500000	98.28122
-159.500000	-73.500000	101.14384
-158.500000	-73.500000	107.89452
-157.500000	-73.500000	108.08441
-156.500000	-73.500000	116.02177
-155.500000	-73.500000	123.94362
-154.500000	-73.500000	125.33625
-153.500000	-73.500000	123.10193
-152.500000	-73.500000	110.62651
-151.500000	-73.500000	92.82067
-150.500000	-73.500000	64.55448
-149.500000	-73.500000	34.52030
-148.500000	-73.500000	10.80397
-147.500000	-73.500000	7.64827
-146.500000	-73.500000	7.92045
-145.500000	-73.500000	10.44891
-144.500000	-73.500000	9.57207
-143.500000	-73.500000	11.13351
-142.500000	-73.500000	10.98217
-141.500000	-73.500000	9.68006
-140.500000	-73.500000	12.96412
-139.500000	-73.500000	18.05514
-138.500000	-73.500000	38.26008
-137.500000	-73.500000	89.96121
-136.500000	-73.500000	226.56451
-135.500000	-73.500000	242.38610
-134.500000	-73.500000	228.60813
-133.500000	-73.500000	236.90490
-132.500000	-73.500000	216.84446
-131.500000	-73.500000	231.14054
-130.500000	-73.500000	199.48167
-129.500000	-73.500000	277.68461
-128.500000	-73.500000	341.41818
-127.500000	-73.500000	435.88805
-118.500000	-73.500000	171.87629
-117.500000	-73.500000	146.58373
-116.500000	-73.500000	109.61872
-115.500000	-73.500000	91.37454
-114.500000	-73.500000	38.15956
-113.500000	-73.500000	27.51411
