Longitude	Latitude	Potential Vorticity Q [10~^-~^1~^2 m~^-~^1 s~^-~^1] @ Depth [m]=first
-94.500000	-51.500000	179.42276
-93.500000	-51.500000	169.68177
-92.500000	-51.500000	161.08406
-91.500000	-51.500000	154.71591
-90.500000	-51.500000	152.83109
-89.500000	-51.500000	147.99449
-88.500000	-51.500000	142.14567
-87.500000	-51.500000	129.41098
-86.500000	-51.500000	126.13844
-85.500000	-51.500000	134.78714
-84.500000	-51.500000	146.93414
-83.500000	-51.500000	147.55587
-82.500000	-51.500000	155.38476
-81.500000	-51.500000	165.07281
-80.500000	-51.500000	177.62228
-79.500000	-51.500000	197.29059
-78.500000	-51.500000	227.45539
-77.500000	-51.500000	274.17516
-76.500000	-51.500000	261.54568
-75.500000	-51.500000	239.48406
-67.500000	-51.500000	416.97649
-66.500000	-51.500000	282.30611
-65.500000	-51.500000	196.62961
-64.500000	-51.500000	158.36195
-63.500000	-51.500000	127.47524
-62.500000	-51.500000	94.43994
-61.500000	-51.500000	65.63761
-56.500000	-51.500000	94.93223
-55.500000	-51.500000	113.24682
-54.500000	-51.500000	96.08583
-53.500000	-51.500000	89.55350
-52.500000	-51.500000	79.01622
-51.500000	-51.500000	79.05178
-50.500000	-51.500000	73.95878
-49.500000	-51.500000	66.34677
-48.500000	-51.500000	59.86849
-47.500000	-51.500000	55.35497
-46.500000	-51.500000	49.88785
-45.500000	-51.500000	43.15716
-44.500000	-51.500000	29.90230
-43.500000	-51.500000	21.07021
-42.500000	-51.500000	19.45231
-41.500000	-51.500000	20.72791
-40.500000	-51.500000	25.15846
-39.500000	-51.500000	30.35132
-38.500000	-51.500000	30.33891
-37.500000	-51.500000	27.77455
-36.500000	-51.500000	27.98225
-35.500000	-51.500000	28.73843
-34.500000	-51.500000	35.45339
-33.500000	-51.500000	43.56482
-32.500000	-51.500000	46.50782
-31.500000	-51.500000	49.03427
-30.500000	-51.500000	50.16548
-29.500000	-51.500000	52.70117
-28.500000	-51.500000	48.54068
-27.500000	-51.500000	43.72309
-26.500000	-51.500000	42.96214
-25.500000	-51.500000	38.30385
-24.500000	-51.500000	38.51665
-23.500000	-51.500000	35.84194
-22.500000	-51.500000	38.08449
-21.500000	-51.500000	31.96958
-20.500000	-51.500000	32.53624
-19.500000	-51.500000	28.39017
-18.500000	-51.500000	24.86265
-17.500000	-51.500000	23.59512
-16.500000	-51.500000	28.59726
-15.500000	-51.500000	31.93484
-14.500000	-51.500000	44.20534
-13.500000	-51.500000	42.32322
-12.500000	-51.500000	57.93652
-11.500000	-51.500000	73.73358
-10.500000	-51.500000	80.38460
-9.500000	-51.500000	88.27899
-8.500000	-51.500000	95.97589
-7.500000	-51.500000	81.89383
-6.500000	-51.500000	75.38607
-5.500000	-51.500000	75.39298
-4.500000	-51.500000	78.42511
-3.500000	-51.500000	83.44257
-2.500000	-51.500000	93.33929
-1.500000	-51.500000	96.52077
-0.500000	-51.500000	104.57664
0.500000	-50.500000	106.61172
1.500000	-50.500000	97.05462
2.500000	-50.500000	88.19825
3.500000	-50.500000	77.15022
4.500000	-50.500000	61.97354
5.500000	-50.500000	42.37641
6.500000	-50.500000	30.50011
7.500000	-50.500000	31.51918
8.500000	-50.500000	33.81686
9.500000	-50.500000	43.01954
10.500000	-50.500000	50.55001
11.500000	-50.500000	59.46483
12.500000	-50.500000	36.88095
13.500000	-50.500000	26.47601
14.500000	-50.500000	27.29027
15.500000	-50.500000	33.29759
16.500000	-50.500000	35.34929
17.500000	-50.500000	48.85409
18.500000	-50.500000	51.36690
19.500000	-50.500000	52.95613
20.500000	-50.500000	57.90857
21.500000	-50.500000	53.62607
22.500000	-50.500000	60.02707
23.500000	-50.500000	63.53508
24.500000	-50.500000	71.98612
25.500000	-50.500000	72.95034
26.500000	-50.500000	69.46375
27.500000	-50.500000	67.12545
28.500000	-50.500000	68.76383
29.500000	-50.500000	52.59222
30.500000	-50.500000	51.28462
31.500000	-50.500000	62.96097
32.500000	-50.500000	46.90214
33.500000	-50.500000	34.64508
34.500000	-50.500000	28.63550
35.500000	-50.500000	34.14836
36.500000	-50.500000	36.50013
37.500000	-50.500000	34.68947
38.500000	-50.500000	35.51813
39.500000	-50.500000	34.80931
40.500000	-50.500000	30.84443
41.500000	-50.500000	26.16727
42.500000	-50.500000	23.62071
43.500000	-50.500000	22.79197
44.500000	-50.500000	22.14059
45.500000	-50.500000	21.82670
46.500000	-50.500000	27.27877
47.500000	-50.500000	32.00341
48.500000	-50.500000	39.76856
49.500000	-50.500000	47.86619
50.500000	-50.500000	52.17679
51.500000	-50.500000	53.88570
52.500000	-50.500000	45.58047
53.500000	-50.500000	35.45870
54.500000	-50.500000	34.06769
55.500000	-50.500000	35.27000
56.500000	-50.500000	32.35094
57.500000	-50.500000	35.20539
58.500000	-50.500000	25.35957
59.500000	-50.500000	19.22024
60.500000	-50.500000	14.40844
61.500000	-50.500000	16.29842
62.500000	-50.500000	22.55956
63.500000	-50.500000	20.02536
64.500000	-50.500000	12.29358
65.500000	-50.500000	17.74113
66.500000	-50.500000	20.57522
67.500000	-50.500000	25.14284
68.500000	-50.500000	29.20348
69.500000	-50.500000	52.74781
70.500000	-50.500000	74.70129
71.500000	-50.500000	84.38862
72.500000	-50.500000	93.75046
73.500000	-50.500000	105.84956
74.500000	-50.500000	104.12343
75.500000	-50.500000	100.08976
76.500000	-50.500000	91.96998
77.500000	-50.500000	77.98542
78.500000	-50.500000	69.37440
79.500000	-50.500000	65.93401
80.500000	-50.500000	61.26086
81.500000	-50.500000	57.58635
82.500000	-50.500000	60.28130
83.500000	-50.500000	61.30375
84.500000	-50.500000	65.22477
85.500000	-50.500000	67.39581
86.500000	-50.500000	78.99821
87.500000	-50.500000	77.80284
88.500000	-50.500000	79.27717
89.500000	-50.500000	79.18946
90.500000	-50.500000	85.73026
91.500000	-50.500000	81.11457
92.500000	-50.500000	66.56519
93.500000	-50.500000	71.08594
94.500000	-50.500000	68.06565
95.500000	-50.500000	69.81212
96.500000	-50.500000	77.38729
97.500000	-50.500000	94.26477
98.500000	-50.500000	103.51914
99.500000	-50.500000	126.08672
100.500000	-50.500000	118.30365
101.500000	-50.500000	138.35971
102.500000	-50.500000	132.52098
103.500000	-50.500000	128.10903
104.500000	-50.500000	121.55659
105.500000	-50.500000	105.56329
106.500000	-50.500000	83.25254
107.500000	-50.500000	70.99077
108.500000	-50.500000	52.59345
109.500000	-50.500000	39.25171
110.500000	-50.500000	31.33042
111.500000	-50.500000	28.65023
112.500000	-50.500000	26.00641
113.500000	-50.500000	35.73433
114.500000	-50.500000	44.09460
115.500000	-50.500000	48.99758
116.500000	-50.500000	55.04620
117.500000	-50.500000	57.93463
118.500000	-50.500000	61.52516
119.500000	-50.500000	65.90160
120.500000	-50.500000	63.20257
121.500000	-50.500000	61.88440
122.500000	-50.500000	65.46842
123.500000	-50.500000	71.37980
124.500000	-50.500000	88.32945
125.500000	-50.500000	108.56898
126.500000	-50.500000	122.00725
127.500000	-50.500000	136.24008
128.500000	-50.500000	177.39561
129.500000	-50.500000	199.78348
130.500000	-50.500000	197.54684
131.500000	-50.500000	212.33168
132.500000	-50.500000	211.26592
133.500000	-50.500000	215.12883
134.500000	-50.500000	215.07688
135.500000	-50.500000	206.54311
136.500000	-50.500000	184.89402
137.500000	-50.500000	183.41377
138.500000	-50.500000	187.02007
139.500000	-50.500000	166.64783
140.500000	-50.500000	134.04577
141.500000	-50.500000	125.72386
142.500000	-50.500000	110.81129
143.500000	-50.500000	104.54367
144.500000	-50.500000	103.66935
145.500000	-50.500000	98.69101
146.500000	-50.500000	90.24816
147.500000	-50.500000	86.39331
148.500000	-50.500000	87.80370
149.500000	-50.500000	110.85718
150.500000	-50.500000	117.62500
151.500000	-50.500000	112.26648
152.500000	-50.500000	119.06597
153.500000	-50.500000	122.69486
154.500000	-50.500000	107.28418
155.500000	-50.500000	112.40483
156.500000	-50.500000	104.40144
157.500000	-50.500000	98.48703
158.500000	-50.500000	114.36102
159.500000	-50.500000	125.12003
160.500000	-50.500000	141.28742
161.500000	-50.500000	140.73475
162.500000	-50.500000	151.20001
163.500000	-50.500000	157.78216
164.500000	-50.500000	163.07739
165.500000	-50.500000	179.30418
166.500000	-50.500000	201.55248
167.500000	-50.500000	197.19020
168.500000	-50.500000	154.53760
169.500000	-50.500000	158.58847
170.500000	-50.500000	133.95371
171.500000	-50.500000	120.55619
172.500000	-50.500000	112.64240
173.500000	-50.500000	115.78308
-185.500000	-50.500000	118.41537
-184.500000	-50.500000	111.63252
-183.500000	-50.500000	151.30200
-182.500000	-50.500000	163.92755
-181.500000	-50.500000	168.54856
-180.500000	-50.500000	150.15575
-179.500000	-50.500000	130.13707
-178.500000	-50.500000	106.89006
-177.500000	-50.500000	94.33068
-176.500000	-50.500000	97.51062
-175.500000	-50.500000	107.37661
-174.500000	-50.500000	109.34886
-173.500000	-50.500000	122.60647
-172.500000	-50.500000	104.02738
-171.500000	-50.500000	102.29273
-170.500000	-50.500000	106.49017
-169.500000	-50.500000	109.64634
-168.500000	-50.500000	111.10851
-167.500000	-50.500000	113.30793
-166.500000	-50.500000	112.41763
-165.500000	-50.500000	101.15408
-164.500000	-50.500000	91.52629
-163.500000	-50.500000	78.21815
-162.500000	-50.500000	72.32435
-161.500000	-50.500000	25.09212
-160.500000	-50.500000	21.42381
-159.500000	-50.500000	128.61672
-158.500000	-50.500000	88.26250
-157.500000	-50.500000	31.07701
-156.500000	-50.500000	37.15370
-155.500000	-50.500000	27.35155
-154.500000	-50.500000	32.08751
-153.500000	-50.500000	37.17793
-152.500000	-50.500000	40.34333
-151.500000	-50.500000	55.62667
-150.500000	-50.500000	83.11845
-149.500000	-50.500000	106.81965
-148.500000	-50.500000	117.48774
-147.500000	-50.500000	125.30080
-146.500000	-50.500000	125.86222
-145.500000	-50.500000	116.47614
-144.500000	-50.500000	132.82037
-143.500000	-50.500000	107.27713
-142.500000	-50.500000	83.97454
-141.500000	-50.500000	75.23386
-140.500000	-50.500000	63.49079
-139.500000	-50.500000	56.19896
-138.500000	-50.500000	52.10292
-137.500000	-50.500000	41.69962
-136.500000	-50.500000	40.58157
-135.500000	-50.500000	38.84877
-134.500000	-50.500000	42.20875
-133.500000	-50.500000	42.47527
-132.500000	-50.500000	41.73521
-131.500000	-50.500000	42.35407
-130.500000	-50.500000	30.39384
-129.500000	-50.500000	28.44173
-128.500000	-50.500000	27.27610
-127.500000	-50.500000	30.65830
-126.500000	-50.500000	25.08245
-125.500000	-50.500000	25.13986
-124.500000	-50.500000	26.94451
-123.500000	-50.500000	34.36478
-122.500000	-50.500000	39.52545
-121.500000	-50.500000	48.07049
-120.500000	-50.500000	56.27369
-119.500000	-50.500000	66.33137
-118.500000	-50.500000	76.09373
-117.500000	-50.500000	75.05326
-116.500000	-50.500000	77.17892
-115.500000	-50.500000	79.24855
-114.500000	-50.500000	83.36899
-113.500000	-50.500000	87.51599
-112.500000	-50.500000	88.66336
-111.500000	-50.500000	94.32648
-110.500000	-50.500000	95.82538
-109.500000	-50.500000	99.24932
-108.500000	-50.500000	100.82221
-107.500000	-50.500000	107.19836
-106.500000	-50.500000	118.67076
-105.500000	-50.500000	125.79484
-104.500000	-50.500000	138.69343
-103.500000	-50.500000	150.86402
-102.500000	-50.500000	164.02556
-101.500000	-50.500000	170.43369
-100.500000	-50.500000	183.86188
-99.500000	-50.500000	196.20013
-98.500000	-50.500000	206.70221
-97.500000	-50.500000	215.39800
-96.500000	-50.500000	215.36873
-95.500000	-50.500000	213.40599
-94.500000	-50.500000	201.20370
-93.500000	-50.500000	189.80844
-92.500000	-50.500000	177.84676
-91.500000	-50.500000	181.19339
-90.500000	-50.500000	176.56657
-89.500000	-50.500000	179.36706
-88.500000	-50.500000	168.00085
-87.500000	-50.500000	169.02489
-86.500000	-50.500000	163.40035
-85.500000	-50.500000	162.38118
-84.500000	-50.500000	181.92140
-83.500000	-50.500000	188.47070
-82.500000	-50.500000	194.63170
-81.500000	-50.500000	210.23884
-80.500000	-50.500000	223.65272
-79.500000	-50.500000	253.71411
-78.500000	-50.500000	274.56822
-77.500000	-50.500000	306.39246
-76.500000	-50.500000	350.13563
-75.500000	-50.500000	356.28400
-67.500000	-50.500000	521.75791
-66.500000	-50.500000	409.20697
-65.500000	-50.500000	278.23868
-64.500000	-50.500000	187.33200
-63.500000	-50.500000	140.88423
-62.500000	-50.500000	108.65838
-61.500000	-50.500000	92.39677
-60.500000	-50.500000	153.66951
-59.500000	-50.500000	200.55834
-58.500000	-50.500000	221.66261
-57.500000	-50.500000	214.04238
-56.500000	-50.500000	170.95678
-55.500000	-50.500000	145.50836
-54.500000	-50.500000	124.76760
-53.500000	-50.500000	111.19821
-52.500000	-50.500000	107.94045
-51.500000	-50.500000	108.81575
-50.500000	-50.500000	106.02398
-49.500000	-50.500000	93.20929
-48.500000	-50.500000	81.72488
-47.500000	-50.500000	71.58451
-46.500000	-50.500000	53.96736
-45.500000	-50.500000	48.67406
-44.500000	-50.500000	35.08509
-43.500000	-50.500000	20.73973
-42.500000	-50.500000	16.14666
-41.500000	-50.500000	22.39731
-40.500000	-50.500000	26.36228
-39.500000	-50.500000	30.39312
-38.500000	-50.500000	35.85317
-37.500000	-50.500000	43.19983
-36.500000	-50.500000	42.85201
-35.500000	-50.500000	27.34026
-34.500000	-50.500000	27.27986
-33.500000	-50.500000	38.71963
-32.500000	-50.500000	45.98496
-31.500000	-50.500000	52.38409
-30.500000	-50.500000	55.90824
-29.500000	-50.500000	58.38849
-28.500000	-50.500000	49.59915
-27.500000	-50.500000	35.96855
-26.500000	-50.500000	32.08259
-25.500000	-50.500000	34.35940
-24.500000	-50.500000	36.68880
-23.500000	-50.500000	40.99791
-22.500000	-50.500000	40.03373
-21.500000	-50.500000	39.65795
-20.500000	-50.500000	39.66822
-19.500000	-50.500000	38.13636
-18.500000	-50.500000	38.35839
-17.500000	-50.500000	37.34302
-16.500000	-50.500000	38.95642
-15.500000	-50.500000	47.75013
-14.500000	-50.500000	54.30252
-13.500000	-50.500000	59.49871
-12.500000	-50.500000	74.66839
-11.500000	-50.500000	94.64006
-10.500000	-50.500000	95.48368
-9.500000	-50.500000	91.58682
-8.500000	-50.500000	87.19445
-7.500000	-50.500000	86.26748
-6.500000	-50.500000	85.73132
-5.500000	-50.500000	90.87939
-4.500000	-50.500000	94.28847
-3.500000	-50.500000	104.49029
-2.500000	-50.500000	106.06979
-1.500000	-50.500000	107.78467
-0.500000	-50.500000	110.52077
0.500000	-49.500000	111.36794
1.500000	-49.500000	102.44537
2.500000	-49.500000	88.74289
3.500000	-49.500000	72.43567
4.500000	-49.500000	57.84907
5.500000	-49.500000	38.77539
6.500000	-49.500000	32.88778
7.500000	-49.500000	36.77500
8.500000	-49.500000	41.16852
9.500000	-49.500000	46.58042
10.500000	-49.500000	59.30573
11.500000	-49.500000	48.42450
12.500000	-49.500000	23.45885
13.500000	-49.500000	11.51028
14.500000	-49.500000	21.07028
15.500000	-49.500000	18.52102
16.500000	-49.500000	31.23292
17.500000	-49.500000	47.06884
18.500000	-49.500000	56.76287
19.500000	-49.500000	62.19694
20.500000	-49.500000	59.48497
21.500000	-49.500000	51.10191
22.500000	-49.500000	61.56835
23.500000	-49.500000	67.29718
24.500000	-49.500000	67.02346
25.500000	-49.500000	68.99108
26.500000	-49.500000	70.63520
27.500000	-49.500000	78.64794
28.500000	-49.500000	94.65487
29.500000	-49.500000	78.89356
30.500000	-49.500000	64.70688
31.500000	-49.500000	80.61395
32.500000	-49.500000	68.37148
33.500000	-49.500000	41.05165
34.500000	-49.500000	35.13256
35.500000	-49.500000	35.03245
36.500000	-49.500000	34.77318
37.500000	-49.500000	38.22967
38.500000	-49.500000	36.33807
39.500000	-49.500000	38.57594
40.500000	-49.500000	44.90938
41.500000	-49.500000	42.10414
42.500000	-49.500000	40.36663
43.500000	-49.500000	38.24446
44.500000	-49.500000	36.24317
45.500000	-49.500000	35.02952
46.500000	-49.500000	33.06836
47.500000	-49.500000	38.81259
48.500000	-49.500000	42.72581
49.500000	-49.500000	54.20135
50.500000	-49.500000	56.90433
51.500000	-49.500000	60.81078
52.500000	-49.500000	54.51365
53.500000	-49.500000	48.61916
54.500000	-49.500000	34.70987
55.500000	-49.500000	33.76830
56.500000	-49.500000	29.29023
57.500000	-49.500000	23.60922
58.500000	-49.500000	17.51546
59.500000	-49.500000	8.96534
60.500000	-49.500000	6.77999
61.500000	-49.500000	11.79626
62.500000	-49.500000	17.14807
63.500000	-49.500000	16.38891
64.500000	-49.500000	13.97213
65.500000	-49.500000	17.03090
66.500000	-49.500000	19.45895
67.500000	-49.500000	25.93059
68.500000	-49.500000	41.23896
71.500000	-49.500000	90.21956
72.500000	-49.500000	100.98467
73.500000	-49.500000	112.73934
74.500000	-49.500000	122.08333
75.500000	-49.500000	118.05085
76.500000	-49.500000	103.90112
77.500000	-49.500000	81.96889
78.500000	-49.500000	70.14608
79.500000	-49.500000	68.53716
80.500000	-49.500000	64.12006
81.500000	-49.500000	56.88359
82.500000	-49.500000	56.18135
83.500000	-49.500000	55.31253
84.500000	-49.500000	60.22270
85.500000	-49.500000	69.16219
86.500000	-49.500000	73.67309
87.500000	-49.500000	72.49344
88.500000	-49.500000	74.57303
89.500000	-49.500000	80.25261
90.500000	-49.500000	86.35889
91.500000	-49.500000	78.62864
92.500000	-49.500000	82.41343
93.500000	-49.500000	62.08427
94.500000	-49.500000	54.78381
95.500000	-49.500000	58.27311
96.500000	-49.500000	63.40405
97.500000	-49.500000	80.76965
98.500000	-49.500000	96.05794
99.500000	-49.500000	108.03569
100.500000	-49.500000	135.35876
101.500000	-49.500000	141.08908
102.500000	-49.500000	138.46061
103.500000	-49.500000	143.38720
104.500000	-49.500000	124.84052
105.500000	-49.500000	111.26991
106.500000	-49.500000	96.70048
107.500000	-49.500000	70.00304
108.500000	-49.500000	39.15563
109.500000	-49.500000	23.49340
110.500000	-49.500000	19.18737
111.500000	-49.500000	20.01572
112.500000	-49.500000	23.20269
113.500000	-49.500000	28.59733
114.500000	-49.500000	35.52172
115.500000	-49.500000	45.56061
116.500000	-49.500000	52.51512
117.500000	-49.500000	55.97961
118.500000	-49.500000	60.20383
119.500000	-49.500000	64.71695
120.500000	-49.500000	70.02902
121.500000	-49.500000	74.01958
122.500000	-49.500000	80.32126
123.500000	-49.500000	89.87693
124.500000	-49.500000	100.59958
125.500000	-49.500000	108.53216
126.500000	-49.500000	140.73389
127.500000	-49.500000	161.73400
128.500000	-49.500000	187.57575
129.500000	-49.500000	215.36315
130.500000	-49.500000	237.58348
131.500000	-49.500000	232.52002
132.500000	-49.500000	227.48470
133.500000	-49.500000	214.66273
134.500000	-49.500000	209.66152
135.500000	-49.500000	200.51447
136.500000	-49.500000	188.82719
137.500000	-49.500000	193.17554
138.500000	-49.500000	193.25922
139.500000	-49.500000	206.19054
140.500000	-49.500000	191.70748
141.500000	-49.500000	166.87038
142.500000	-49.500000	124.42582
143.500000	-49.500000	140.41756
144.500000	-49.500000	120.71776
145.500000	-49.500000	120.70137
146.500000	-49.500000	117.17964
147.500000	-49.500000	109.05557
148.500000	-49.500000	110.19988
149.500000	-49.500000	142.18823
150.500000	-49.500000	140.62568
151.500000	-49.500000	137.99196
152.500000	-49.500000	131.19789
153.500000	-49.500000	124.15693
154.500000	-49.500000	105.95182
155.500000	-49.500000	94.80624
156.500000	-49.500000	89.51968
157.500000	-49.500000	76.76421
158.500000	-49.500000	100.60495
159.500000	-49.500000	98.24170
160.500000	-49.500000	105.81996
161.500000	-49.500000	108.41162
162.500000	-49.500000	123.55938
163.500000	-49.500000	131.06456
164.500000	-49.500000	191.19406
165.500000	-49.500000	227.44740
166.500000	-49.500000	260.97854
167.500000	-49.500000	260.95503
168.500000	-49.500000	245.25787
169.500000	-49.500000	210.67014
170.500000	-49.500000	165.78641
171.500000	-49.500000	151.40895
172.500000	-49.500000	142.99864
173.500000	-49.500000	139.22110
-185.500000	-49.500000	141.80287
-184.500000	-49.500000	130.75255
-183.500000	-49.500000	141.35020
-182.500000	-49.500000	149.44048
-181.500000	-49.500000	147.02041
-180.500000	-49.500000	150.01308
-179.500000	-49.500000	156.88039
-178.500000	-49.500000	140.50785
-177.500000	-49.500000	129.49856
-176.500000	-49.500000	124.00209
-175.500000	-49.500000	114.67535
-174.500000	-49.500000	117.10158
-173.500000	-49.500000	126.43906
-172.500000	-49.500000	124.50854
-171.500000	-49.500000	125.00907
-170.500000	-49.500000	88.80257
-169.500000	-49.500000	91.41157
-168.500000	-49.500000	94.80927
-167.500000	-49.500000	98.65503
-166.500000	-49.500000	99.40271
-165.500000	-49.500000	95.07015
-164.500000	-49.500000	87.95696
-163.500000	-49.500000	79.12329
-162.500000	-49.500000	73.39448
-161.500000	-49.500000	33.56609
-160.500000	-49.500000	55.51999
-159.500000	-49.500000	22.84204
-158.500000	-49.500000	43.62362
-157.500000	-49.500000	43.57997
-156.500000	-49.500000	31.72587
-155.500000	-49.500000	45.13657
-154.500000	-49.500000	44.50794
-153.500000	-49.500000	41.30761
-152.500000	-49.500000	40.45497
-151.500000	-49.500000	41.84415
-150.500000	-49.500000	59.75875
-149.500000	-49.500000	79.92945
-148.500000	-49.500000	102.63100
-147.500000	-49.500000	114.78869
-146.500000	-49.500000	108.25401
-145.500000	-49.500000	105.99825
-144.500000	-49.500000	97.77754
-143.500000	-49.500000	104.27478
-142.500000	-49.500000	92.68869
-141.500000	-49.500000	77.56728
-140.500000	-49.500000	70.25282
-139.500000	-49.500000	62.18847
-138.500000	-49.500000	53.55383
-137.500000	-49.500000	42.31199
-136.500000	-49.500000	36.78132
-135.500000	-49.500000	34.75635
-134.500000	-49.500000	35.77788
-133.500000	-49.500000	36.40389
-132.500000	-49.500000	36.05832
-131.500000	-49.500000	34.77796
-130.500000	-49.500000	32.28255
-129.500000	-49.500000	28.75238
-128.500000	-49.500000	23.15475
-127.500000	-49.500000	30.40202
-126.500000	-49.500000	22.55995
-125.500000	-49.500000	22.32997
-124.500000	-49.500000	26.31246
-123.500000	-49.500000	33.43194
-122.500000	-49.500000	42.04605
-121.500000	-49.500000	52.90788
-120.500000	-49.500000	68.08885
-119.500000	-49.500000	81.62249
-118.500000	-49.500000	88.35047
-117.500000	-49.500000	92.59750
-116.500000	-49.500000	96.67741
-115.500000	-49.500000	101.04909
-114.500000	-49.500000	102.67708
-113.500000	-49.500000	104.99075
-112.500000	-49.500000	110.57979
-111.500000	-49.500000	115.28216
-110.500000	-49.500000	116.79824
-109.500000	-49.500000	118.31217
-108.500000	-49.500000	116.05022
-107.500000	-49.500000	122.83471
-106.500000	-49.500000	125.72044
-105.500000	-49.500000	128.17049
-104.500000	-49.500000	135.63641
-103.500000	-49.500000	150.83557
-102.500000	-49.500000	170.21114
-101.500000	-49.500000	189.37381
-100.500000	-49.500000	210.00692
-99.500000	-49.500000	223.28583
-98.500000	-49.500000	227.35084
-97.500000	-49.500000	228.27262
-96.500000	-49.500000	229.51806
-95.500000	-49.500000	229.98768
-94.500000	-49.500000	218.32032
-93.500000	-49.500000	211.21599
-92.500000	-49.500000	201.55152
-91.500000	-49.500000	206.59633
-90.500000	-49.500000	202.51047
-89.500000	-49.500000	200.80974
-88.500000	-49.500000	198.05100
-87.500000	-49.500000	202.09951
-86.500000	-49.500000	205.43492
-85.500000	-49.500000	210.44201
-84.500000	-49.500000	220.10775
-83.500000	-49.500000	229.97586
-82.500000	-49.500000	231.40815
-81.500000	-49.500000	244.98247
-80.500000	-49.500000	258.67577
-79.500000	-49.500000	285.65969
-78.500000	-49.500000	322.63379
-77.500000	-49.500000	358.29705
-76.500000	-49.500000	451.81922
-66.500000	-49.500000	403.66012
-65.500000	-49.500000	240.40959
-64.500000	-49.500000	180.32428
-63.500000	-49.500000	161.07301
-62.500000	-49.500000	153.93451
-61.500000	-49.500000	161.23931
-60.500000	-49.500000	184.94296
-59.500000	-49.500000	213.10981
-58.500000	-49.500000	226.70398
-57.500000	-49.500000	223.65246
-56.500000	-49.500000	188.73833
-55.500000	-49.500000	166.02237
-54.500000	-49.500000	153.52594
-53.500000	-49.500000	145.51944
-52.500000	-49.500000	140.42059
-51.500000	-49.500000	188.21353
-50.500000	-49.500000	189.72451
-49.500000	-49.500000	165.74770
-48.500000	-49.500000	136.35619
-47.500000	-49.500000	111.27609
-46.500000	-49.500000	94.79236
-45.500000	-49.500000	89.29333
-44.500000	-49.500000	72.94512
-43.500000	-49.500000	16.74310
-42.500000	-49.500000	6.94327
-41.500000	-49.500000	59.49447
-40.500000	-49.500000	41.85220
-39.500000	-49.500000	68.22863
-38.500000	-49.500000	70.39325
-37.500000	-49.500000	70.58123
-36.500000	-49.500000	52.43548
-35.500000	-49.500000	48.07848
-34.500000	-49.500000	49.84022
-33.500000	-49.500000	100.52201
-32.500000	-49.500000	68.89738
-31.500000	-49.500000	94.09093
-30.500000	-49.500000	61.67168
-29.500000	-49.500000	56.67510
-28.500000	-49.500000	47.65378
-27.500000	-49.500000	42.10213
-26.500000	-49.500000	36.81432
-25.500000	-49.500000	36.60580
-24.500000	-49.500000	42.16399
-23.500000	-49.500000	49.13560
-22.500000	-49.500000	54.63211
-21.500000	-49.500000	56.24018
-20.500000	-49.500000	57.27983
-19.500000	-49.500000	56.05972
-18.500000	-49.500000	53.82759
-17.500000	-49.500000	50.98476
-16.500000	-49.500000	48.50314
-15.500000	-49.500000	49.38267
-14.500000	-49.500000	53.11439
-13.500000	-49.500000	62.47515
-12.500000	-49.500000	81.69357
-11.500000	-49.500000	100.67086
-10.500000	-49.500000	99.13668
-9.500000	-49.500000	88.59054
-8.500000	-49.500000	93.95310
-7.500000	-49.500000	104.57569
-6.500000	-49.500000	103.90715
-5.500000	-49.500000	102.11568
-4.500000	-49.500000	107.51892
-3.500000	-49.500000	110.03313
-2.500000	-49.500000	121.28132
-1.500000	-49.500000	120.55637
-0.500000	-49.500000	121.44757
0.500000	-48.500000	98.98154
1.500000	-48.500000	84.18995
2.500000	-48.500000	77.54281
3.500000	-48.500000	62.53139
4.500000	-48.500000	45.41006
5.500000	-48.500000	52.80833
6.500000	-48.500000	50.47872
7.500000	-48.500000	42.63977
8.500000	-48.500000	43.48468
9.500000	-48.500000	45.58083
10.500000	-48.500000	38.53773
11.500000	-48.500000	22.82650
12.500000	-48.500000	8.20305
13.500000	-48.500000	3.41317
14.500000	-48.500000	5.00498
15.500000	-48.500000	10.13637
16.500000	-48.500000	19.92841
17.500000	-48.500000	28.13608
18.500000	-48.500000	38.90496
19.500000	-48.500000	46.42342
20.500000	-48.500000	42.92811
21.500000	-48.500000	46.05210
22.500000	-48.500000	51.76715
23.500000	-48.500000	59.49445
24.500000	-48.500000	65.53793
25.500000	-48.500000	76.14726
26.500000	-48.500000	81.85064
27.500000	-48.500000	87.85504
28.500000	-48.500000	104.76703
29.500000	-48.500000	121.56955
30.500000	-48.500000	146.55910
31.500000	-48.500000	140.37680
32.500000	-48.500000	115.53543
33.500000	-48.500000	80.16079
34.500000	-48.500000	55.19635
35.500000	-48.500000	31.91728
36.500000	-48.500000	44.71068
37.500000	-48.500000	43.50764
38.500000	-48.500000	43.07298
39.500000	-48.500000	47.07756
40.500000	-48.500000	58.89245
41.500000	-48.500000	62.89370
42.500000	-48.500000	58.83986
43.500000	-48.500000	48.50593
44.500000	-48.500000	46.68115
45.500000	-48.500000	42.15621
46.500000	-48.500000	40.62944
47.500000	-48.500000	38.43969
48.500000	-48.500000	39.03499
49.500000	-48.500000	49.74850
50.500000	-48.500000	57.07626
51.500000	-48.500000	60.90486
52.500000	-48.500000	52.56120
53.500000	-48.500000	45.20368
54.500000	-48.500000	37.30241
55.500000	-48.500000	33.03512
56.500000	-48.500000	29.99328
