Gas age [ka BP]	δ13C CO2 [‰ PDB]	δ13C CO2 std dev [±]
1.518	-6.363	0.032
1.519	-6.363	0.032
1.520	-6.363	0.032
1.521	-6.363	0.032
1.522	-6.363	0.032
1.523	-6.363	0.032
1.524	-6.363	0.032
1.525	-6.363	0.032
1.526	-6.363	0.032
1.527	-6.363	0.032
1.528	-6.363	0.032
1.529	-6.363	0.032
1.530	-6.363	0.032
1.531	-6.363	0.032
1.532	-6.363	0.032
1.533	-6.363	0.032
1.534	-6.363	0.032
1.535	-6.363	0.032
1.536	-6.363	0.032
1.537	-6.363	0.032
1.538	-6.363	0.032
1.539	-6.363	0.032
1.540	-6.363	0.032
1.541	-6.363	0.032
1.542	-6.363	0.032
1.543	-6.363	0.032
1.544	-6.363	0.032
1.545	-6.363	0.032
1.546	-6.363	0.032
1.547	-6.363	0.032
1.548	-6.363	0.032
1.549	-6.363	0.032
1.550	-6.363	0.032
1.551	-6.363	0.032
1.552	-6.363	0.032
1.553	-6.363	0.032
1.554	-6.363	0.032
1.555	-6.363	0.032
1.556	-6.363	0.032
1.557	-6.363	0.032
1.558	-6.363	0.032
1.559	-6.363	0.032
1.560	-6.363	0.032
1.561	-6.363	0.032
1.562	-6.363	0.032
1.563	-6.363	0.032
1.564	-6.363	0.032
1.565	-6.363	0.032
1.566	-6.363	0.032
1.567	-6.363	0.032
1.568	-6.363	0.032
1.569	-6.363	0.032
1.570	-6.363	0.032
1.571	-6.363	0.032
1.572	-6.363	0.032
1.573	-6.363	0.032
1.574	-6.363	0.032
1.575	-6.363	0.032
1.576	-6.363	0.032
1.577	-6.363	0.032
1.578	-6.363	0.032
1.579	-6.363	0.032
1.580	-6.363	0.032
1.581	-6.363	0.032
1.582	-6.363	0.032
1.583	-6.363	0.032
1.584	-6.363	0.032
1.585	-6.363	0.032
1.586	-6.363	0.032
1.587	-6.363	0.032
1.588	-6.363	0.032
1.589	-6.363	0.032
1.590	-6.363	0.032
1.591	-6.363	0.032
1.592	-6.363	0.032
1.593	-6.363	0.032
1.594	-6.363	0.032
1.595	-6.363	0.032
1.596	-6.363	0.032
1.597	-6.363	0.032
1.598	-6.363	0.032
1.599	-6.363	0.032
1.600	-6.363	0.032
1.601	-6.363	0.032
1.602	-6.363	0.032
1.603	-6.363	0.032
1.604	-6.363	0.032
1.605	-6.363	0.032
1.606	-6.363	0.032
1.607	-6.363	0.032
1.608	-6.363	0.032
1.609	-6.363	0.032
1.610	-6.363	0.032
1.611	-6.363	0.032
1.612	-6.363	0.032
1.613	-6.363	0.032
1.614	-6.363	0.032
1.615	-6.363	0.032
1.616	-6.363	0.032
1.617	-6.363	0.032
1.618	-6.363	0.032
1.619	-6.363	0.032
1.620	-6.363	0.032
1.621	-6.363	0.032
1.622	-6.363	0.032
1.623	-6.363	0.032
1.624	-6.363	0.032
1.625	-6.363	0.032
1.626	-6.363	0.032
1.627	-6.363	0.032
1.628	-6.363	0.032
1.629	-6.363	0.032
1.630	-6.363	0.032
1.631	-6.363	0.032
1.632	-6.363	0.032
1.633	-6.363	0.032
1.634	-6.363	0.032
1.635	-6.363	0.032
1.636	-6.363	0.032
1.637	-6.363	0.032
1.638	-6.363	0.032
1.639	-6.363	0.032
1.640	-6.363	0.032
1.641	-6.363	0.032
1.642	-6.363	0.032
1.643	-6.363	0.032
1.644	-6.363	0.032
1.645	-6.363	0.032
1.646	-6.363	0.032
1.647	-6.363	0.032
1.648	-6.363	0.032
1.649	-6.363	0.032
1.650	-6.363	0.032
1.651	-6.363	0.032
1.652	-6.363	0.032
1.653	-6.363	0.032
1.654	-6.363	0.032
1.655	-6.363	0.032
1.656	-6.363	0.032
1.657	-6.363	0.032
1.658	-6.363	0.032
1.659	-6.363	0.032
1.660	-6.363	0.032
1.661	-6.363	0.032
1.662	-6.363	0.032
1.663	-6.363	0.032
1.664	-6.363	0.032
1.665	-6.363	0.032
1.666	-6.363	0.032
1.667	-6.363	0.032
1.668	-6.363	0.032
1.669	-6.363	0.032
1.670	-6.363	0.032
1.671	-6.363	0.032
1.672	-6.363	0.032
1.673	-6.363	0.032
1.674	-6.363	0.032
1.675	-6.363	0.032
1.676	-6.363	0.032
1.677	-6.363	0.032
1.678	-6.363	0.032
1.679	-6.363	0.032
1.680	-6.363	0.032
1.681	-6.363	0.032
1.682	-6.363	0.032
1.683	-6.363	0.032
1.684	-6.363	0.032
1.685	-6.363	0.032
1.686	-6.363	0.032
1.687	-6.363	0.032
1.688	-6.363	0.032
1.689	-6.363	0.032
1.690	-6.363	0.032
1.691	-6.363	0.032
1.692	-6.363	0.032
1.693	-6.363	0.032
1.694	-6.363	0.032
1.695	-6.363	0.032
1.696	-6.363	0.032
1.697	-6.363	0.032
1.698	-6.363	0.032
1.699	-6.363	0.032
1.700	-6.363	0.032
1.701	-6.363	0.032
1.702	-6.363	0.032
1.703	-6.363	0.032
1.704	-6.363	0.032
1.705	-6.363	0.032
1.706	-6.363	0.032
1.707	-6.363	0.032
1.708	-6.363	0.032
1.709	-6.363	0.032
1.710	-6.363	0.032
1.711	-6.363	0.032
1.712	-6.363	0.032
1.713	-6.363	0.032
1.714	-6.363	0.032
1.715	-6.363	0.032
1.716	-6.363	0.032
1.717	-6.363	0.032
1.718	-6.363	0.032
1.719	-6.363	0.032
1.720	-6.363	0.032
1.721	-6.363	0.032
1.722	-6.363	0.032
1.723	-6.363	0.032
1.724	-6.363	0.032
1.725	-6.363	0.032
1.726	-6.363	0.032
1.727	-6.363	0.032
1.728	-6.363	0.032
1.729	-6.363	0.032
1.730	-6.363	0.032
1.731	-6.363	0.032
1.732	-6.363	0.032
1.733	-6.363	0.032
1.734	-6.363	0.032
1.735	-6.363	0.032
1.736	-6.363	0.032
1.737	-6.363	0.032
1.738	-6.363	0.032
1.739	-6.363	0.032
1.740	-6.363	0.032
1.741	-6.363	0.032
1.742	-6.363	0.032
1.743	-6.363	0.032
1.744	-6.363	0.032
1.745	-6.363	0.032
1.746	-6.363	0.032
1.747	-6.363	0.032
1.748	-6.363	0.032
1.749	-6.363	0.032
1.750	-6.363	0.032
1.751	-6.363	0.032
1.752	-6.363	0.032
1.753	-6.363	0.032
1.754	-6.363	0.032
1.755	-6.363	0.032
1.756	-6.363	0.032
1.757	-6.363	0.032
1.758	-6.363	0.032
1.759	-6.363	0.032
1.760	-6.363	0.031
1.761	-6.363	0.031
1.762	-6.363	0.031
1.763	-6.363	0.031
1.764	-6.363	0.031
1.765	-6.363	0.031
1.766	-6.363	0.031
1.767	-6.363	0.031
1.768	-6.363	0.031
1.769	-6.363	0.031
1.770	-6.363	0.031
1.771	-6.363	0.031
1.772	-6.363	0.031
1.773	-6.363	0.031
1.774	-6.363	0.031
1.775	-6.363	0.031
1.776	-6.363	0.031
1.777	-6.363	0.031
1.778	-6.363	0.031
1.779	-6.363	0.031
1.780	-6.363	0.031
1.781	-6.363	0.031
1.782	-6.363	0.031
1.783	-6.363	0.031
1.784	-6.363	0.031
1.785	-6.363	0.031
1.786	-6.363	0.031
1.787	-6.363	0.031
1.788	-6.363	0.031
1.789	-6.363	0.031
1.790	-6.363	0.031
1.791	-6.363	0.031
1.792	-6.363	0.031
1.793	-6.363	0.031
1.794	-6.363	0.031
1.795	-6.363	0.031
1.796	-6.363	0.031
1.797	-6.363	0.031
1.798	-6.363	0.031
1.799	-6.363	0.031
1.800	-6.363	0.031
1.801	-6.363	0.031
1.802	-6.363	0.031
1.803	-6.363	0.031
1.804	-6.363	0.031
1.805	-6.363	0.031
1.806	-6.363	0.031
1.807	-6.363	0.031
1.808	-6.363	0.031
1.809	-6.363	0.031
1.810	-6.363	0.031
1.811	-6.363	0.031
1.812	-6.363	0.031
1.813	-6.363	0.031
1.814	-6.363	0.031
1.815	-6.363	0.031
1.816	-6.363	0.031
1.817	-6.363	0.031
1.818	-6.363	0.031
1.819	-6.363	0.031
1.820	-6.363	0.031
1.821	-6.363	0.031
1.822	-6.363	0.031
1.823	-6.363	0.031
1.824	-6.363	0.031
1.825	-6.363	0.031
1.826	-6.363	0.031
1.827	-6.363	0.031
1.828	-6.363	0.031
1.829	-6.363	0.031
1.830	-6.363	0.031
1.831	-6.363	0.031
1.832	-6.363	0.031
1.833	-6.363	0.031
1.834	-6.363	0.031
1.835	-6.363	0.031
1.836	-6.363	0.031
1.837	-6.363	0.031
1.838	-6.363	0.031
1.839	-6.363	0.031
1.840	-6.363	0.031
1.841	-6.363	0.031
1.842	-6.363	0.031
1.843	-6.363	0.031
1.844	-6.363	0.031
1.845	-6.363	0.031
1.846	-6.363	0.031
1.847	-6.363	0.031
1.848	-6.363	0.031
1.849	-6.363	0.031
1.850	-6.363	0.031
1.851	-6.363	0.031
1.852	-6.363	0.031
1.853	-6.363	0.031
1.854	-6.363	0.031
1.855	-6.363	0.031
1.856	-6.363	0.031
1.857	-6.363	0.031
1.858	-6.363	0.031
1.859	-6.363	0.031
1.860	-6.363	0.031
1.861	-6.363	0.031
1.862	-6.363	0.031
1.863	-6.363	0.031
1.864	-6.363	0.031
1.865	-6.363	0.031
1.866	-6.363	0.031
1.867	-6.363	0.031
1.868	-6.363	0.031
1.869	-6.363	0.031
1.870	-6.363	0.031
1.871	-6.363	0.031
1.872	-6.363	0.031
1.873	-6.363	0.031
1.874	-6.363	0.031
1.875	-6.363	0.031
1.876	-6.363	0.031
1.877	-6.363	0.031
1.878	-6.363	0.031
1.879	-6.363	0.031
1.880	-6.363	0.031
1.881	-6.363	0.031
1.882	-6.363	0.031
1.883	-6.363	0.031
1.884	-6.363	0.031
1.885	-6.363	0.031
1.886	-6.363	0.031
1.887	-6.363	0.031
1.888	-6.363	0.031
1.889	-6.363	0.031
1.890	-6.363	0.031
1.891	-6.363	0.031
1.892	-6.363	0.031
1.893	-6.363	0.031
1.894	-6.363	0.031
1.895	-6.363	0.031
1.896	-6.363	0.031
1.897	-6.363	0.031
1.898	-6.363	0.031
1.899	-6.363	0.031
1.900	-6.363	0.031
1.901	-6.363	0.031
1.902	-6.363	0.031
1.903	-6.363	0.031
1.904	-6.363	0.031
1.905	-6.363	0.031
1.906	-6.363	0.031
1.907	-6.363	0.031
1.908	-6.363	0.031
1.909	-6.363	0.031
1.910	-6.363	0.031
1.911	-6.363	0.031
1.912	-6.363	0.031
1.913	-6.363	0.031
1.914	-6.363	0.031
1.915	-6.363	0.031
1.916	-6.363	0.031
1.917	-6.363	0.031
1.918	-6.363	0.031
1.919	-6.363	0.031
1.920	-6.363	0.031
1.921	-6.363	0.031
1.922	-6.363	0.031
1.923	-6.363	0.031
1.924	-6.363	0.031
1.925	-6.363	0.031
1.926	-6.363	0.031
1.927	-6.363	0.031
1.928	-6.363	0.031
1.929	-6.363	0.031
1.930	-6.363	0.031
1.931	-6.363	0.031
1.932	-6.363	0.031
1.933	-6.363	0.031
1.934	-6.363	0.031
1.935	-6.363	0.031
1.936	-6.363	0.031
1.937	-6.363	0.031
1.938	-6.363	0.031
1.939	-6.363	0.031
1.940	-6.363	0.031
1.941	-6.363	0.031
1.942	-6.363	0.031
1.943	-6.363	0.031
1.944	-6.363	0.031
1.945	-6.363	0.031
1.946	-6.363	0.031
1.947	-6.363	0.031
1.948	-6.363	0.031
1.949	-6.363	0.031
1.950	-6.363	0.031
1.951	-6.363	0.031
1.952	-6.363	0.031
1.953	-6.363	0.031
1.954	-6.363	0.031
1.955	-6.363	0.031
1.956	-6.363	0.031
1.957	-6.363	0.031
1.958	-6.363	0.031
1.959	-6.363	0.031
1.960	-6.363	0.031
1.961	-6.363	0.031
1.962	-6.363	0.031
1.963	-6.363	0.031
1.964	-6.363	0.031
1.965	-6.363	0.031
1.966	-6.363	0.031
1.967	-6.363	0.031
1.968	-6.363	0.031
1.969	-6.363	0.030
1.970	-6.363	0.030
1.971	-6.363	0.030
1.972	-6.363	0.030
1.973	-6.363	0.030
1.974	-6.363	0.030
1.975	-6.363	0.030
1.976	-6.363	0.030
1.977	-6.363	0.030
1.978	-6.363	0.030
1.979	-6.363	0.030
1.980	-6.363	0.030
1.981	-6.363	0.030
1.982	-6.363	0.030
1.983	-6.363	0.030
1.984	-6.363	0.030
1.985	-6.363	0.030
1.986	-6.363	0.030
1.987	-6.363	0.030
1.988	-6.363	0.030
1.989	-6.363	0.030
1.990	-6.363	0.030
1.991	-6.363	0.030
1.992	-6.363	0.030
1.993	-6.363	0.030
1.994	-6.363	0.030
1.995	-6.363	0.030
1.996	-6.363	0.030
1.997	-6.363	0.030
1.998	-6.363	0.030
1.999	-6.363	0.030
2.000	-6.363	0.030
2.001	-6.363	0.030
2.002	-6.363	0.030
2.003	-6.363	0.030
2.004	-6.363	0.030
2.005	-6.363	0.030
2.006	-6.363	0.030
2.007	-6.363	0.030
2.008	-6.363	0.030
2.009	-6.363	0.030
2.010	-6.363	0.030
2.011	-6.363	0.030
2.012	-6.363	0.030
2.013	-6.363	0.030
2.014	-6.363	0.030
2.015	-6.363	0.030
2.016	-6.363	0.030
2.017	-6.363	0.030
2.018	-6.363	0.030
2.019	-6.363	0.030
2.020	-6.363	0.030
2.021	-6.363	0.030
2.022	-6.363	0.030
2.023	-6.363	0.030
2.024	-6.363	0.030
2.025	-6.363	0.030
2.026	-6.362	0.030
2.027	-6.362	0.030
2.028	-6.362	0.030
2.029	-6.362	0.030
2.030	-6.362	0.030
2.031	-6.362	0.030
2.032	-6.362	0.030
2.033	-6.362	0.030
2.034	-6.362	0.030
2.035	-6.362	0.030
2.036	-6.362	0.030
2.037	-6.362	0.030
2.038	-6.362	0.030
2.039	-6.362	0.030
2.040	-6.362	0.030
2.041	-6.362	0.030
2.042	-6.362	0.030
2.043	-6.362	0.030
2.044	-6.362	0.030
2.045	-6.362	0.030
2.046	-6.362	0.030
2.047	-6.362	0.030
2.048	-6.362	0.030
2.049	-6.362	0.030
2.050	-6.362	0.030
2.051	-6.362	0.030
2.052	-6.362	0.030
2.053	-6.362	0.030
2.054	-6.362	0.030
2.055	-6.362	0.030
2.056	-6.362	0.030
2.057	-6.362	0.030
2.058	-6.362	0.030
2.059	-6.362	0.030
2.060	-6.362	0.030
2.061	-6.362	0.030
2.062	-6.362	0.030
2.063	-6.362	0.030
2.064	-6.362	0.030
2.065	-6.362	0.030
2.066	-6.362	0.030
2.067	-6.362	0.030
2.068	-6.362	0.030
2.069	-6.362	0.030
2.070	-6.362	0.030
2.071	-6.362	0.030
2.072	-6.362	0.030
2.073	-6.362	0.030
2.074	-6.362	0.030
2.075	-6.362	0.030
2.076	-6.362	0.030
2.077	-6.362	0.030
2.078	-6.362	0.030
2.079	-6.362	0.030
2.080	-6.362	0.030
2.081	-6.362	0.030
2.082	-6.362	0.030
2.083	-6.362	0.030
2.084	-6.362	0.030
2.085	-6.362	0.030
2.086	-6.362	0.030
2.087	-6.362	0.030
2.088	-6.362	0.030
2.089	-6.362	0.030
2.090	-6.362	0.030
2.091	-6.362	0.030
2.092	-6.362	0.030
2.093	-6.362	0.030
2.094	-6.362	0.030
2.095	-6.362	0.030
2.096	-6.362	0.030
2.097	-6.362	0.030
2.098	-6.362	0.030
2.099	-6.362	0.030
2.100	-6.362	0.030
2.101	-6.362	0.030
2.102	-6.362	0.030
2.103	-6.362	0.030
2.104	-6.362	0.030
2.105	-6.362	0.030
2.106	-6.362	0.030
2.107	-6.362	0.030
2.108	-6.362	0.030
2.109	-6.362	0.030
2.110	-6.362	0.030
2.111	-6.362	0.030
2.112	-6.362	0.030
2.113	-6.362	0.030
2.114	-6.362	0.030
2.115	-6.362	0.030
2.116	-6.362	0.030
2.117	-6.362	0.030
2.118	-6.362	0.030
2.119	-6.362	0.030
2.120	-6.362	0.030
2.121	-6.362	0.030
2.122	-6.362	0.030
2.123	-6.362	0.030
2.124	-6.362	0.030
2.125	-6.362	0.030
2.126	-6.362	0.030
2.127	-6.362	0.030
2.128	-6.362	0.030
2.129	-6.362	0.030
2.130	-6.362	0.030
2.131	-6.362	0.030
2.132	-6.362	0.030
2.133	-6.362	0.030
2.134	-6.362	0.030
2.135	-6.362	0.030
2.136	-6.362	0.030
2.137	-6.362	0.030
2.138	-6.362	0.030
2.139	-6.362	0.030
2.140	-6.362	0.030
2.141	-6.362	0.030
2.142	-6.362	0.030
2.143	-6.362	0.030
2.144	-6.362	0.030
2.145	-6.362	0.030
2.146	-6.362	0.030
2.147	-6.362	0.030
2.148	-6.362	0.030
2.149	-6.362	0.030
2.150	-6.362	0.030
2.151	-6.362	0.030
2.152	-6.362	0.030
2.153	-6.362	0.030
2.154	-6.362	0.030
2.155	-6.362	0.030
2.156	-6.362	0.030
2.157	-6.362	0.030
2.158	-6.362	0.030
2.159	-6.362	0.030
2.160	-6.362	0.030
2.161	-6.362	0.030
2.162	-6.362	0.030
2.163	-6.362	0.030
2.164	-6.362	0.030
2.165	-6.362	0.030
2.166	-6.362	0.030
2.167	-6.362	0.030
2.168	-6.362	0.030
2.169	-6.362	0.030
2.170	-6.362	0.030
2.171	-6.362	0.030
2.172	-6.362	0.030
2.173	-6.362	0.030
2.174	-6.362	0.030
2.175	-6.362	0.030
2.176	-6.362	0.030
2.177	-6.362	0.030
2.178	-6.362	0.030
2.179	-6.362	0.030
2.180	-6.362	0.030
2.181	-6.362	0.030
2.182	-6.362	0.030
2.183	-6.362	0.030
2.184	-6.362	0.030
2.185	-6.362	0.030
2.186	-6.362	0.030
2.187	-6.362	0.030
2.188	-6.362	0.030
2.189	-6.362	0.030
2.190	-6.362	0.030
2.191	-6.362	0.030
2.192	-6.362	0.030
2.193	-6.362	0.030
2.194	-6.362	0.030
2.195	-6.362	0.030
2.196	-6.362	0.030
2.197	-6.362	0.030
2.198	-6.362	0.030
2.199	-6.362	0.030
2.200	-6.362	0.030
2.201	-6.362	0.030
2.202	-6.362	0.030
2.203	-6.362	0.030
2.204	-6.362	0.030
2.205	-6.362	0.030
2.206	-6.362	0.030
2.207	-6.362	0.030
2.208	-6.362	0.030
2.209	-6.362	0.030
2.210	-6.361	0.030
2.211	-6.361	0.030
2.212	-6.361	0.030
2.213	-6.361	0.030
2.214	-6.361	0.030
2.215	-6.361	0.030
2.216	-6.361	0.030
2.217	-6.361	0.030
2.218	-6.361	0.030
2.219	-6.361	0.030
2.220	-6.361	0.030
2.221	-6.361	0.030
2.222	-6.361	0.030
2.223	-6.361	0.030
2.224	-6.361	0.030
2.225	-6.361	0.030
2.226	-6.361	0.031
2.227	-6.361	0.031
2.228	-6.361	0.031
2.229	-6.361	0.031
2.230	-6.361	0.031
2.231	-6.361	0.031
2.232	-6.361	0.031
2.233	-6.361	0.031
2.234	-6.361	0.031
2.235	-6.361	0.031
2.236	-6.361	0.031
2.237	-6.361	0.031
2.238	-6.361	0.031
2.239	-6.361	0.031
2.240	-6.361	0.031
2.241	-6.361	0.031
2.242	-6.361	0.031
2.243	-6.361	0.031
2.244	-6.361	0.031
2.245	-6.361	0.031
2.246	-6.361	0.031
2.247	-6.361	0.031
2.248	-6.361	0.031
2.249	-6.361	0.031
2.250	-6.361	0.031
2.251	-6.361	0.031
2.252	-6.361	0.031
2.253	-6.361	0.031
2.254	-6.361	0.031
2.255	-6.361	0.031
2.256	-6.361	0.031
2.257	-6.361	0.031
2.258	-6.361	0.031
2.259	-6.361	0.031
2.260	-6.361	0.031
2.261	-6.361	0.031
2.262	-6.361	0.031
2.263	-6.361	0.031
2.264	-6.361	0.031
2.265	-6.361	0.031
2.266	-6.361	0.031
2.267	-6.361	0.031
2.268	-6.361	0.031
2.269	-6.361	0.031
2.270	-6.361	0.031
2.271	-6.361	0.031
2.272	-6.361	0.031
2.273	-6.361	0.031
2.274	-6.361	0.031
2.275	-6.361	0.031
2.276	-6.361	0.031
2.277	-6.361	0.031
2.278	-6.361	0.031
2.279	-6.361	0.031
2.280	-6.361	0.031
2.281	-6.361	0.031
2.282	-6.361	0.031
2.283	-6.361	0.031
2.284	-6.361	0.031
2.285	-6.361	0.031
2.286	-6.361	0.031
2.287	-6.361	0.031
2.288	-6.361	0.031
2.289	-6.361	0.031
2.290	-6.361	0.031
2.291	-6.361	0.031
2.292	-6.361	0.031
2.293	-6.361	0.031
2.294	-6.361	0.031
2.295	-6.361	0.031
2.296	-6.361	0.031
2.297	-6.361	0.031
2.298	-6.361	0.031
2.299	-6.361	0.031
2.300	-6.361	0.031
2.301	-6.361	0.031
2.302	-6.361	0.031
2.303	-6.361	0.031
2.304	-6.361	0.031
2.305	-6.361	0.031
2.306	-6.361	0.031
2.307	-6.361	0.031
2.308	-6.361	0.031
2.309	-6.361	0.031
2.310	-6.361	0.031
2.311	-6.361	0.031
2.312	-6.361	0.031
2.313	-6.361	0.031
2.314	-6.361	0.031
2.315	-6.361	0.031
2.316	-6.361	0.031
2.317	-6.361	0.031
2.318	-6.361	0.031
2.319	-6.361	0.031
2.320	-6.361	0.031
2.321	-6.361	0.031
2.322	-6.361	0.031
2.323	-6.361	0.031
2.324	-6.361	0.031
2.325	-6.361	0.031
2.326	-6.361	0.031
2.327	-6.361	0.031
2.328	-6.361	0.031
2.329	-6.361	0.031
2.330	-6.361	0.031
2.331	-6.361	0.031
2.332	-6.361	0.031
2.333	-6.361	0.031
2.334	-6.361	0.031
2.335	-6.361	0.031
2.336	-6.361	0.031
2.337	-6.361	0.031
2.338	-6.361	0.031
2.339	-6.360	0.031
2.340	-6.360	0.031
2.341	-6.360	0.031
2.342	-6.360	0.031
2.343	-6.360	0.031
2.344	-6.360	0.031
2.345	-6.360	0.031
2.346	-6.360	0.031
2.347	-6.360	0.031
2.348	-6.360	0.031
2.349	-6.360	0.031
2.350	-6.360	0.031
2.351	-6.360	0.031
2.352	-6.360	0.031
2.353	-6.360	0.031
2.354	-6.360	0.031
2.355	-6.360	0.031
2.356	-6.360	0.031
2.357	-6.360	0.031
2.358	-6.360	0.031
2.359	-6.360	0.031
2.360	-6.360	0.031
2.361	-6.360	0.031
2.362	-6.360	0.031
2.363	-6.360	0.031
2.364	-6.360	0.031
2.365	-6.360	0.031
2.366	-6.360	0.031
2.367	-6.360	0.031
2.368	-6.360	0.031
2.369	-6.360	0.031
2.370	-6.360	0.031
2.371	-6.360	0.031
2.372	-6.360	0.031
2.373	-6.360	0.031
2.374	-6.360	0.031
2.375	-6.360	0.031
2.376	-6.360	0.031
2.377	-6.360	0.031
2.378	-6.360	0.031
2.379	-6.360	0.031
2.380	-6.360	0.031
2.381	-6.360	0.031
2.382	-6.360	0.031
2.383	-6.360	0.031
2.384	-6.360	0.031
2.385	-6.360	0.031
2.386	-6.360	0.031
2.387	-6.360	0.031
2.388	-6.360	0.031
2.389	-6.360	0.031
2.390	-6.360	0.031
2.391	-6.360	0.031
2.392	-6.360	0.031
2.393	-6.360	0.031
2.394	-6.360	0.031
2.395	-6.360	0.031
2.396	-6.360	0.031
2.397	-6.360	0.031
2.398	-6.360	0.031
2.399	-6.360	0.031
2.400	-6.360	0.031
2.401	-6.360	0.031
2.402	-6.360	0.031
2.403	-6.360	0.031
2.404	-6.360	0.031
2.405	-6.360	0.031
2.406	-6.360	0.031
2.407	-6.360	0.031
2.408	-6.360	0.031
2.409	-6.360	0.031
2.410	-6.360	0.031
2.411	-6.360	0.031
2.412	-6.360	0.031
2.413	-6.360	0.031
2.414	-6.360	0.031
2.415	-6.360	0.031
2.416	-6.360	0.031
2.417	-6.360	0.031
2.418	-6.360	0.031
2.419	-6.360	0.031
2.420	-6.360	0.031
2.421	-6.360	0.031
2.422	-6.360	0.031
2.423	-6.360	0.031
2.424	-6.360	0.031
2.425	-6.360	0.031
2.426	-6.360	0.031
2.427	-6.360	0.031
2.428	-6.360	0.031
2.429	-6.360	0.031
2.430	-6.360	0.031
2.431	-6.360	0.031
2.432	-6.360	0.031
2.433	-6.360	0.031
2.434	-6.360	0.031
2.435	-6.360	0.031
2.436	-6.360	0.031
2.437	-6.360	0.031
2.438	-6.360	0.031
2.439	-6.360	0.031
2.440	-6.360	0.031
2.441	-6.360	0.031
2.442	-6.360	0.031
2.443	-6.359	0.031
2.444	-6.359	0.031
2.445	-6.359	0.031
2.446	-6.359	0.031
2.447	-6.359	0.031
2.448	-6.359	0.031
2.449	-6.359	0.031
2.450	-6.359	0.031
2.451	-6.359	0.031
2.452	-6.359	0.031
2.453	-6.359	0.031
2.454	-6.359	0.031
2.455	-6.359	0.031
2.456	-6.359	0.031
2.457	-6.359	0.031
2.458	-6.359	0.031
2.459	-6.359	0.031
2.460	-6.359	0.031
2.461	-6.359	0.031
2.462	-6.359	0.031
2.463	-6.359	0.031
2.464	-6.359	0.031
2.465	-6.359	0.031
2.466	-6.359	0.031
2.467	-6.359	0.031
2.468	-6.359	0.031
2.469	-6.359	0.031
2.470	-6.359	0.031
2.471	-6.359	0.031
2.472	-6.359	0.031
2.473	-6.359	0.031
2.474	-6.359	0.031
2.475	-6.359	0.031
2.476	-6.359	0.031
2.477	-6.359	0.031
2.478	-6.359	0.031
2.479	-6.359	0.031
2.480	-6.359	0.031
2.481	-6.359	0.031
2.482	-6.359	0.031
2.483	-6.359	0.031
2.484	-6.359	0.031
2.485	-6.359	0.031
2.486	-6.359	0.031
2.487	-6.359	0.031
2.488	-6.359	0.031
2.489	-6.359	0.031
2.490	-6.359	0.031
2.491	-6.359	0.031
2.492	-6.359	0.031
2.493	-6.359	0.031
2.494	-6.359	0.031
2.495	-6.359	0.031
2.496	-6.359	0.031
2.497	-6.359	0.031
2.498	-6.359	0.031
2.499	-6.359	0.031
2.500	-6.359	0.031
2.501	-6.359	0.031
2.502	-6.359	0.031
2.503	-6.359	0.031
2.504	-6.359	0.031
2.505	-6.359	0.031
2.506	-6.359	0.031
2.507	-6.359	0.031
2.508	-6.359	0.031
2.509	-6.359	0.031
2.510	-6.359	0.031
2.511	-6.359	0.031
2.512	-6.359	0.031
2.513	-6.359	0.031
2.514	-6.359	0.031
2.515	-6.359	0.031
2.516	-6.359	0.031
2.517	-6.359	0.031
2.518	-6.359	0.031
2.519	-6.359	0.031
2.520	-6.359	0.031
2.521	-6.359	0.031
2.522	-6.359	0.031
2.523	-6.359	0.031
2.524	-6.359	0.031
2.525	-6.359	0.031
2.526	-6.359	0.031
2.527	-6.359	0.031
2.528	-6.359	0.031
2.529	-6.359	0.031
2.530	-6.359	0.031
2.531	-6.358	0.031
2.532	-6.358	0.031
2.533	-6.358	0.031
2.534	-6.358	0.031
2.535	-6.358	0.031
2.536	-6.358	0.031
2.537	-6.358	0.031
2.538	-6.358	0.031
2.539	-6.358	0.031
2.540	-6.358	0.031
2.541	-6.358	0.031
2.542	-6.358	0.031
2.543	-6.358	0.031
2.544	-6.358	0.031
2.545	-6.358	0.031
2.546	-6.358	0.031
2.547	-6.358	0.031
2.548	-6.358	0.031
2.549	-6.358	0.031
2.550	-6.358	0.031
2.551	-6.358	0.031
2.552	-6.358	0.031
2.553	-6.358	0.031
2.554	-6.358	0.031
2.555	-6.358	0.031
2.556	-6.358	0.031
2.557	-6.358	0.031
2.558	-6.358	0.031
2.559	-6.358	0.031
2.560	-6.358	0.031
2.561	-6.358	0.031
2.562	-6.358	0.031
2.563	-6.358	0.031
2.564	-6.358	0.031
2.565	-6.358	0.031
2.566	-6.358	0.031
2.567	-6.358	0.031
2.568	-6.358	0.031
2.569	-6.358	0.031
2.570	-6.358	0.031
2.571	-6.358	0.031
2.572	-6.358	0.031
2.573	-6.358	0.031
2.574	-6.358	0.031
2.575	-6.358	0.031
2.576	-6.358	0.031
2.577	-6.358	0.031
2.578	-6.358	0.031
2.579	-6.358	0.031
2.580	-6.358	0.031
2.581	-6.358	0.031
2.582	-6.358	0.031
2.583	-6.358	0.031
2.584	-6.358	0.031
2.585	-6.358	0.031
2.586	-6.358	0.031
2.587	-6.358	0.031
2.588	-6.358	0.031
2.589	-6.358	0.031
2.590	-6.358	0.031
