20.00	2342.09	2355.04	2158.68	2425.40	2419.59	2385.44	0.68	0.55	1.72	15.95	17.37	44.40	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.90	2342.09	2354.76	2185.29	2425.40	2419.59	2385.44	0.68	0.55	1.58	15.95	17.37	44.12	7.57	7.52	7.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.80	2342.09	2354.90	2173.69	2425.40	2419.59	2385.44	0.68	0.55	1.64	15.82	17.23	43.97	7.57	7.51	7.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.70	2342.09	2355.07	2159.16	2425.40	2419.59	2385.44	0.68	0.55	1.71	15.68	17.10	44.14	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.60	2342.09	2354.76	2184.92	2425.40	2419.59	2385.44	0.68	0.55	1.58	15.56	16.96	43.38	7.57	7.52	7.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.50	2342.08	2355.00	2159.96	2425.40	2419.59	2385.44	0.68	0.55	1.71	15.47	16.82	42.90	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.40	2342.08	2354.67	2186.20	2425.40	2419.59	2385.44	0.68	0.55	1.57	15.39	16.75	42.55	7.57	7.52	7.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.30	2342.08	2355.01	2158.94	2425.40	2419.59	2385.44	0.69	0.55	1.71	15.24	16.62	43.00	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.20	2342.08	2354.71	2186.61	2425.40	2419.59	2385.44	0.69	0.55	1.57	15.00	16.36	42.39	7.57	7.52	7.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.10	2342.08	2355.01	2158.83	2425.40	2419.59	2385.44	0.69	0.55	1.72	14.66	16.00	41.82	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	2342.08	2354.72	2185.66	2425.40	2419.59	2385.44	0.69	0.55	1.58	14.27	15.60	41.02	7.57	7.52	7.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.90	2342.08	2355.02	2158.80	2425.40	2419.59	2385.44	0.69	0.55	1.72	13.90	15.24	41.01	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.80	2342.09	2354.71	2188.66	2425.40	2419.59	2385.44	0.69	0.55	1.56	13.56	14.89	40.29	7.57	7.52	7.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.70	2342.08	2355.00	2158.38	2425.40	2419.59	2385.44	0.69	0.55	1.72	13.17	14.51	40.22	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.60	2342.08	2354.71	2186.50	2425.40	2419.59	2385.32	0.69	0.55	1.57	12.72	14.06	39.64	7.57	7.52	7.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.50	2342.10	2355.08	2160.17	2425.42	2419.64	2385.94	0.69	0.55	1.71	12.20	13.58	39.96	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.40	2342.15	2354.76	2183.83	2425.46	2419.66	2385.46	0.69	0.55	1.59	11.67	13.03	39.35	7.57	7.52	7.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.30	2342.20	2354.94	2173.12	2425.50	2419.72	2385.90	0.69	0.55	1.64	11.11	12.41	37.53	7.57	7.52	7.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.20	2342.27	2355.18	2158.94	2425.57	2419.79	2386.07	0.69	0.55	1.72	10.51	11.78	36.59	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.10	2342.34	2354.98	2183.13	2425.66	2419.86	2386.02	0.69	0.55	1.59	9.80	11.10	36.09	7.57	7.52	7.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	2342.41	2355.12	2174.40	2425.72	2419.91	2385.79	0.69	0.55	1.64	8.96	10.30	35.92	7.57	7.52	7.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.90	2342.45	2355.34	2158.74	2425.76	2419.95	2385.82	0.69	0.55	1.72	8.03	9.36	34.91	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.80	2342.48	2355.07	2187.82	2425.79	2419.99	2385.85	0.69	0.56	1.57	7.07	8.38	33.51	7.57	7.52	7.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.70	2342.49	2355.41	2159.35	2425.80	2420.00	2385.86	0.69	0.55	1.72	6.16	7.49	33.01	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.60	2342.50	2355.17	2182.21	2425.82	2420.02	2386.04	0.69	0.56	1.60	5.33	6.65	31.71	7.57	7.52	7.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.50	2342.53	2355.51	2159.42	2425.84	2420.06	2386.25	0.69	0.55	1.72	4.45	5.75	30.93	7.57	7.51	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.40	2342.60	2355.32	2184.66	2425.91	2420.14	2386.58	0.69	0.56	1.59	3.52	4.79	29.27	7.57	7.52	7.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.30	2337.71	2350.41	2181.18	2426.26	2420.81	2391.25	0.72	0.59	1.63	1.94	3.40	30.49	7.58	7.53	7.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.20	2333.67	2346.32	2166.06	2427.48	2422.17	2393.90	0.76	0.63	1.72	1.58	3.09	31.20	7.59	7.55	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.10	2330.54	2342.93	2175.91	2429.08	2423.89	2396.60	0.78	0.66	1.69	1.72	3.26	31.66	7.61	7.56	7.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	2328.11	2340.48	2163.82	2430.80	2425.74	2399.43	0.81	0.68	1.76	2.05	3.58	31.92	7.62	7.57	7.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.90	2326.23	2338.31	2183.15	2432.61	2427.68	2402.99	0.83	0.71	1.68	2.42	3.98	32.58	7.63	7.58	7.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.80	2324.84	2336.77	2188.55	2434.48	2429.66	2405.87	0.85	0.73	1.67	2.68	4.25	32.70	7.63	7.59	7.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.70	2323.87	2335.84	2172.34	2436.36	2431.57	2407.50	0.87	0.75	1.76	2.59	4.14	32.44	7.64	7.60	7.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.60	2323.17	2334.97	2175.62	2438.19	2433.39	2408.71	0.88	0.76	1.75	2.07	3.60	31.26	7.65	7.61	7.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.50	2322.67	2334.18	2196.90	2439.87	2435.13	2410.48	0.90	0.78	1.65	1.13	2.62	30.00	7.65	7.61	7.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.40	2322.33	2333.79	2190.61	2441.46	2436.78	2413.09	0.91	0.79	1.69	-0.12	1.36	28.44	7.66	7.62	7.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.30	2322.19	2333.93	2172.51	2442.98	2438.38	2415.52	0.92	0.80	1.79	-1.10	0.42	28.18	7.66	7.62	7.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.20	2322.26	2333.95	2173.30	2444.49	2440.00	2418.53	0.92	0.81	1.80	-1.61	-0.08	27.74	7.67	7.62	7.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.10	2322.56	2334.27	2181.26	2446.06	2441.63	2421.01	0.93	0.81	1.77	-1.84	-0.29	27.92	7.67	7.63	7.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	2323.05	2334.49	2204.83	2447.65	2443.26	2422.84	0.94	0.82	1.66	-2.06	-0.53	27.53	7.67	7.63	7.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.90	2323.69	2335.04	2208.21	2449.24	2444.86	2424.61	0.94	0.83	1.65	-2.86	-1.37	25.36	7.67	7.63	7.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.80	2324.42	2335.82	2200.83	2450.78	2446.42	2426.20	0.94	0.83	1.70	-4.34	-2.88	23.64	7.67	7.64	7.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.70	2325.22	2336.52	2205.17	2452.27	2447.93	2427.78	0.95	0.83	1.68	-6.04	-4.60	21.59	7.68	7.64	7.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.60	2326.08	2337.32	2209.34	2453.71	2449.38	2429.36	0.95	0.84	1.67	-7.71	-6.27	19.87	7.68	7.64	7.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.50	2326.97	2338.11	2214.39	2455.11	2450.79	2430.82	0.95	0.84	1.65	-9.29	-7.84	18.20	7.68	7.64	7.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.40	2327.90	2339.10	2209.01	2456.45	2452.13	2432.11	0.95	0.84	1.68	-10.75	-9.30	16.72	7.68	7.64	7.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.30	2328.82	2340.13	2199.13	2457.69	2453.38	2433.35	0.96	0.84	1.74	-12.13	-10.70	15.31	7.68	7.64	7.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.20	2329.75	2341.08	2200.03	2458.87	2454.58	2434.85	0.96	0.84	1.74	-13.44	-12.01	13.95	7.68	7.64	7.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.10	2330.71	2342.10	2200.57	2460.02	2455.81	2437.33	0.96	0.84	1.75	-14.63	-13.20	12.90	7.68	7.64	7.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	2331.75	2343.23	2200.79	2461.21	2457.09	2440.01	0.96	0.84	1.76	-15.60	-14.16	12.27	7.68	7.64	7.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.90	2332.96	2344.57	2200.78	2462.53	2458.56	2443.65	0.96	0.84	1.78	-16.08	-14.61	12.26	7.68	7.64	7.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.80	2334.38	2346.12	2199.93	2464.05	2460.21	2447.27	0.96	0.84	1.80	-16.01	-14.52	12.68	7.68	7.64	7.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.70	2336.01	2347.73	2201.47	2465.77	2461.92	2448.75	0.96	0.84	1.79	-15.52	-14.02	13.42	7.68	7.64	7.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.60	2337.71	2349.32	2202.51	2467.53	2463.60	2449.20	0.95	0.84	1.79	-14.90	-13.43	13.80	7.68	7.64	7.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.50	2345.04	2356.10	2218.06	2469.77	2465.11	2439.93	0.91	0.80	1.67	-16.05	-14.89	6.10	7.67	7.63	7.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
